,const,X1,X2,X3,na1,na2,na3,na4,na_Y
17,1.0,0.14118069916967724,0.5200959745059992,0.6591326877185345,0.6379875447874284,0.8263042593580733,0.3590913807101032,0.4664896146808383,0
18,1.0,0.3720112013468412,0.6311449992352651,0.8203541672694725,0.516393245062406,0.29142552698739027,0.5734149649280684,0.31384987467225756,0
19,1.0,0.4054863487847953,0.6019207158428724,0.7505723921209984,0.5192856173599286,0.4484458139917911,0.34320586195121083,0.5058885107949115,0
20,1.0,0.2254016248977927,0.42100888244589607,0.30293228137211287,0.5025673766459255,0.26925096473571913,0.4107534336575274,0.5619802886356678,0
21,1.0,0.33352565295243175,0.6112784540675774,0.7176368458878344,0.5724053539906899,0.3240990483435325,0.4901285709478159,0.6255089331608402,0
22,1.0,0.1310945744703707,0.7778191447252879,0.4609161813388408,0.4683125706244561,0.08166303600052681,0.46042347858511595,0.5664670431249729,0
23,1.0,0.4782983440268992,0.8466449921768113,0.5693104351596419,0.3436109530083916,0.6320736561617252,0.512265389110267,0.6366384595536331,0
24,1.0,0.24380050947801293,0.5964437620000738,0.6066639484114832,0.4126885810666244,0.5423767080021705,0.14893331663255716,0.44538670709940437,0
25,1.0,0.5046744379299469,0.5172377467909001,0.3946920444928536,0.6085493454935639,0.5961265606980631,0.42122817726280354,0.375738576769377,0
26,1.0,0.4118458161778282,0.5336341048233698,0.30858236613203727,0.5855461389725263,0.863171690864457,0.29517612893542644,0.3216350852957782,0
27,1.0,0.32793942706377394,0.48367424201984804,0.5587013950878998,0.34221614273548445,0.445635279070074,0.6634395425778712,0.31163595720005566,0
28,1.0,0.2219682717243488,0.3758319962320717,0.5568999189083752,0.49120349597714835,0.25063254724599016,0.7243737671867643,0.6106589330412099,0
29,1.0,0.34996427611134157,0.7281596006404855,0.4388057465617761,0.602945190101089,0.3848400332978469,0.2923584485348236,0.5215904139122701,0
30,1.0,0.49596878595481364,0.5948154978503842,0.38359357158092916,0.3854537019340402,0.5064194619199776,0.2701781389922369,0.3196794373963522,0
31,1.0,0.4318820717259566,0.4940020599573684,0.5341942659444042,0.76551621453658,0.4875285804918535,0.19389588773958438,0.6076336977135759,0
32,1.0,0.5482320991235343,0.7134845335934541,0.4839835226805181,0.37066112427817915,0.5813365683825442,0.15374602890950484,0.6836018660536807,0
33,1.0,0.33446216349828595,0.6074538011184386,0.523867980621836,0.4530184075985378,0.2471182557598389,0.5819780145142435,0.4716662191309958,0
34,1.0,0.6863414206640753,0.2644301143874466,0.8361285105329651,0.7731597634479767,0.6222872205459131,0.41277139610140146,0.23689027745955826,0
35,1.0,0.41534771402421256,0.6724098951323864,0.628835642005249,0.44621302921520145,0.6037122501966682,0.6304971044414341,0.6850222502725641,0
36,1.0,0.32610503547204245,0.4030213454692317,0.7525582485186991,0.27881445995155557,0.38241396759814555,0.5072145024865601,0.38311387719154216,0
37,1.0,0.6428644478747028,0.25439740101061764,0.43131879265160666,0.3832571136886149,0.4160807466215973,0.459743642168873,0.5306802001441526,0
38,1.0,0.6498316036023094,0.5174641664542844,0.7962365501527766,0.3996641788125248,0.3912962465619478,0.28585779766669467,0.3764451702497974,1
39,1.0,0.43706664748221635,0.4192616027360688,0.5296935588023555,0.6516940953204202,0.7348146326180358,0.08934543669970957,0.5737528346662597,0
40,1.0,0.37914333848199083,0.3481899265033056,0.5549936522079545,0.5552272405490565,0.40004975498604234,0.3056831389005256,0.3217454844157667,0
41,1.0,0.5840664399445968,0.7291834119322029,0.5432979701007314,0.48729767141638675,0.48786178285370296,0.31510572445415996,0.42004886877877157,0
42,1.0,0.31891239406988386,0.47980092462686263,0.5934207482802417,0.49846966324247893,0.25683930502303176,0.4856951311569125,0.43334301030023203,0
43,1.0,0.5877577189421465,0.4614803099948391,0.27953652581150457,0.5373156746794174,0.6118521966814264,0.42365914930925025,0.46107876281619503,0
44,1.0,0.24645277124231466,0.42888974783283734,0.5334401739270851,0.7185515165047427,0.537092711068698,0.671140806298961,0.3774892214456323,0
45,1.0,0.4380624816315421,0.4057133045312336,0.6448443750365099,0.44969629303467606,0.4534688223855996,0.29226409153883975,0.6379968936134285,0
46,1.0,0.4520459212144524,0.50092182778003,0.76734582336541,0.3877181385018607,0.43252159282563307,0.48271395754952146,0.6610062497318375,0
47,1.0,0.627865341951321,0.4174700907941209,0.6073571997429331,0.465530868302726,0.338916748539387,0.43398776486883606,0.28574378765350444,0
48,1.0,0.1814889615678427,1.0,0.42413885754220026,0.44841161998058277,0.39135051871425985,0.3668091312844316,0.47086010137506706,0
49,1.0,0.4847720298402218,0.2974726963379375,0.30726815134423363,0.558141069091694,0.42575847805767403,0.5276881484428991,0.5297048003954383,0
50,1.0,0.4325781998005816,0.4892145584909127,0.5875980631487921,0.4505109562989822,0.5440959167585384,0.49978716174998267,0.33502119287019705,0
51,1.0,0.45074569890248634,0.3930642099462457,0.2369362538899862,0.46015171963675855,0.7374232214633875,0.462226672731444,0.43576374091977793,0
52,1.0,0.320386651421178,0.3550523755466371,0.5108430312929015,0.39933905202367637,0.45061115007701025,0.329191330140598,0.3726120345309057,0
53,1.0,0.25898669216891484,0.3607151900972375,0.6208498118051071,0.3936129710179019,0.310414156249325,0.2620501371451854,0.3178812135426726,0
54,1.0,0.3822538383368939,0.4745529611326536,0.5503549741495937,0.43517529144195977,0.32569450898531427,0.5254186244096422,0.5668525895103265,0
55,1.0,0.41480242368017545,0.6224222701723608,0.49048055241034455,0.5519432207803422,0.5657079962230159,0.2889556451731602,0.5634930419294377,0
56,1.0,0.6671170613516345,0.665514700194806,0.22252766762712692,0.6098071859708646,0.6770371528760957,0.40841101673274316,0.5738049045396514,0
57,1.0,0.46668737071018124,0.5840363318582485,0.5256257587614491,0.5508968813708597,0.7432467707672392,0.5532432104007655,0.6328439033151595,0
58,1.0,0.4496898303302076,0.40068917019282085,0.7067589279326163,0.28128966949617273,0.7510979004132305,0.4029742517527308,0.3860915897267155,0
59,1.0,0.5529500080180182,0.7845302368420477,0.4929459623551938,0.692377908527585,0.40631481315294643,0.33402494719499143,0.4549901058173338,0
60,1.0,0.213433777273958,0.7609630847909029,0.4652471267485989,0.9565742107786099,0.4894552289922723,0.6405053864344885,0.39055589289408116,0
61,1.0,0.5565094973494418,0.7585777534640589,0.5994987931678949,0.4640462439362695,0.38925877896591377,0.5528052945260628,0.6235638891614775,0
62,1.0,0.5848455696196176,0.3928711156475561,0.6485135396161481,0.3469170845114062,0.41413292521274014,0.35277387394250553,0.35264526168007854,0
63,1.0,0.5836357222360127,0.5717283057642654,0.6789020243560308,0.545890302563708,0.42126583778392385,0.4744554169221703,0.4636226174753028,0
64,1.0,0.4013801662665818,0.5862641356584412,0.3904665013637926,0.6924052249223701,0.5118820813984007,0.5671198990766902,0.7259768474761353,0
65,1.0,0.26878107961813197,0.5657545644701022,0.45357521626882136,0.4357759306912593,0.566273085055441,0.47133791510273304,0.5754476910308264,0
66,1.0,0.30556931203541116,0.563106954753158,0.5828362012499118,0.6217838786789162,0.37255532608335434,0.5654571153557754,0.5276066221239091,0
67,1.0,0.48668508104419633,0.5598776883473965,0.6970504798703929,0.5150400756283185,0.48976315311647367,0.2083116644351474,0.29337627736094585,0
68,1.0,0.5292033619252042,0.42053246025866386,0.7637911447823302,0.714938682574581,0.43355821368087255,0.45555519799667304,0.36014034117112126,1
69,1.0,0.6379250698269916,0.6676112293168032,0.43405927569581565,0.5949693642033816,0.32251476474628304,0.2933928813035261,0.5806221433386679,0
70,1.0,0.6739142268491596,0.6954898900295299,0.6797791455745976,0.5682171448675836,0.2392220292702966,0.4248728740084821,0.8894177655660618,0
71,1.0,0.5783603654009769,0.5741584745258759,0.7507027910265337,0.26296258203142,0.43593905124439347,0.4483520301458129,0.4233558240586216,0
72,1.0,0.4553045954455811,0.47907677781445707,0.5801891247581262,0.44812586280681066,0.4971657883223294,0.3493674163795891,0.2532470659809652,0
73,1.0,0.4892519661134797,0.5364412939380256,0.4975432722722032,0.5654530578296733,0.602334747124967,0.38966465673581874,0.35911521816582287,0
74,1.0,0.4157358526389751,0.6743440613093032,0.37370420412493655,0.863953860767593,0.6166226282076993,0.27022342428034896,0.5077747783709944,0
75,1.0,0.6053459091853725,0.4491639798898748,0.71020774521956,0.6389057177475017,0.5563496251755915,0.3346755956865108,0.2720028141986553,0
76,1.0,0.5376547737201012,0.584493608773894,0.5320609575376287,0.587454796314876,0.638939413508401,0.6612609653765484,0.5174553940450639,0
77,1.0,0.4820418734414925,0.3496992147525614,0.7722138784586784,0.3331201638428572,0.5068852902342135,0.4275504607069848,0.5079774701271925,0
78,1.0,0.2657902837742019,0.5320878889105526,0.8264649560752159,0.47848902516987873,0.25707183213549223,0.3716490226721407,0.46130950093369033,0
79,1.0,0.6041397662540705,0.2614215342452526,0.3147890080072757,0.1909480691587992,0.44355490735264497,0.46766676243618815,0.391997754839705,0
80,1.0,0.22592104976124378,0.2839647631951481,0.45652210872936794,0.26862267665445555,0.4855500661696213,0.46954203304744796,0.5378515210500808,0
81,1.0,0.6313458487029512,0.8118187638538445,0.5163331756244812,0.34583409161864265,0.46911054819884357,0.5975167302936065,0.47128095699853945,0
82,1.0,0.5950233166366143,0.49157179379058125,0.36169354609311494,0.37722502469151437,0.6395645149331773,0.4602704728188585,0.5864136932663147,0
83,1.0,0.2170763991511841,0.6506561488677366,0.39934064565370586,0.43266948019341395,0.37439631221907904,0.2146471209137969,0.40209995432098977,0
84,1.0,0.4431957758029263,0.03194702200958119,0.7820299429283304,0.33369363110656514,0.49894334018563774,0.5650169957092319,0.42400761193731984,0
85,1.0,0.2678780943742305,0.4311263766320297,0.43194851046301935,0.5243411964584487,0.7807719915351403,0.3010799446673171,0.6278254694856027,0
86,1.0,0.4290644605552044,0.4412591454049842,0.5762986721874002,0.31897171052468853,0.4912793937588208,0.6298830671898477,0.29640071618557107,0
87,1.0,0.5319082520886194,0.3786682035766689,0.22170918461437394,0.6172402619593373,0.43160709900882294,0.515047279255915,0.7361230982673579,0
88,1.0,0.43023741211460165,0.4928824706011141,0.42404196599065663,0.3811523799138623,0.6860867284463054,0.37303697956913207,0.6533251415392649,0
89,1.0,0.24987886740232618,0.3282448202230729,0.40311000708130035,0.479270295353909,0.40373733287551,0.44795109096555863,0.5156264910570403,0
90,1.0,0.48865048980705683,0.6755557444026349,0.4005633590233114,0.46458635419030375,0.22636535278287642,0.3641840826251773,0.5119172805084812,0
91,1.0,0.48845362123078456,0.577865102940513,0.5122542388590094,0.3712627634226914,0.5487745661949828,0.5356622755809218,0.8205079657460678,0
92,1.0,0.4463157505062832,0.28274685178023823,0.5110102860858888,0.591030676302271,0.5481159405447674,0.48166974984723643,0.32001806184950005,0
93,1.0,0.29672054426942285,0.5493435074279103,0.2908135880575023,0.3863097152831185,0.34429007080686147,0.242174593030791,0.6524504274558924,0
94,1.0,0.39891299446862144,0.5214999952137891,0.45241972589137586,0.568141122386311,0.42437901083436586,0.5033878930463248,0.3733663207689741,0
95,1.0,0.48978209615753077,0.7336568040216517,0.6635147256037233,0.41906515912709236,0.4102614745538572,0.415089309732873,0.5431494093061402,0
96,1.0,0.42753155297191914,0.6428258485340761,0.3541855050185834,0.5087865598341967,0.34561241509724533,0.47948096701879334,0.363095057747078,0
97,1.0,0.7607975553648249,0.28700777267581035,0.8752187524275187,0.4196868768579245,0.4007186345747176,0.4995684736895177,0.5480373283782219,0
98,1.0,0.487952728574085,0.3428379770466266,0.7490288129303619,0.7657955950850189,0.464739726574963,0.5613364965754207,0.6355024653791825,0
99,1.0,0.4199318253281152,0.6327718969580272,0.45676188207766516,0.6501001417048049,0.19374869794511537,0.15750359275663647,0.24939665129469793,0
100,1.0,0.5212427818225194,0.2537540152487186,0.18288078042777522,0.9372428113458374,0.5178285923074915,0.48048400099324784,0.5204118373451662,0
101,1.0,0.28785959183536813,0.5682043754063758,0.1799952660763186,0.2950216338369982,0.46927578528328573,0.3033212306136513,0.6269342612530264,0
102,1.0,0.5121541273935756,0.3590116090406791,0.4102177613962955,0.786606071831599,0.749389730263632,0.6971755411849807,0.30415355155469326,0
103,1.0,0.6879287349634547,0.5533187596582034,0.4138786677793552,0.5742331235730035,0.34934973595943675,0.673903630775882,0.5460288960247812,0
104,1.0,0.3204357707714343,0.5581170998524255,0.3776700161833006,0.6075021897907514,0.4186816519561598,0.4588748457363922,0.4999703219793001,0
105,1.0,0.49423625729362486,0.5313215810903256,0.8206828179803851,0.5117869003712197,0.3751313423441141,0.5625263695691476,0.5499314265643444,0
106,1.0,0.563056248431153,0.3478062465291742,0.6930609055144037,0.5212984057800107,0.25676079246582845,0.487663818049308,0.49813241937114133,0
107,1.0,0.20145708809937302,0.4755157164240959,0.6829961295532487,0.4627370077060846,0.2918652203675962,0.23434346277812,0.34070105033109815,0
108,1.0,0.691175859592084,0.6697232778924522,0.4174407795082959,0.6576277732193117,0.5060932805805857,0.5226567665085389,0.5336012556160961,0
109,1.0,0.2967412346941664,0.43981626404072915,0.6717835639138566,0.5078011048384315,0.469496611654636,0.5576369693144007,0.3369165825076659,0
110,1.0,0.40107742123316453,0.5431278102384431,0.5329782128043896,0.6356782313738882,0.594512943089485,0.46564220254398747,0.6286373931786128,0
111,1.0,0.5062633685328279,0.7398538383074746,0.5517823476956606,0.5611959596255582,0.38526401983124137,0.33707070897309604,0.7133706040218173,0
112,1.0,0.4161340493282198,0.7825320878733953,0.6099404973212651,0.8089879537673467,0.26931153026641363,0.5812201583438783,0.574555780518758,0
113,1.0,0.5683210215120318,0.7244606690776072,1.0,0.567166061919599,0.5125418943455154,0.9005275031655818,0.5111411066503138,0
114,1.0,0.47249887944704394,0.49339342049766005,0.2971447489526562,0.699136467769163,0.47243105516653533,0.30398036071890866,0.5188311933851294,0
115,1.0,0.5340511799526627,0.48685140048237746,0.505388539537331,0.45949580481488456,0.36027028471475875,0.46306899296152154,0.44322038133306385,0
116,1.0,0.4613366752859152,0.44112546093484833,0.23729863472492935,0.4031341446705618,0.5280784506654256,0.32960342110527874,0.49910892560779846,0
117,1.0,0.6666494421205983,0.3862243386324004,0.6328753471223899,0.5605234249282138,0.3769817589408154,0.31595913254766544,0.22100815825286213,0
118,1.0,0.15411275765673632,0.44319568953043853,0.5689792294814935,0.49220701180087156,0.23123822709214548,0.2858795102779095,0.7544536902269461,0
119,1.0,0.5038270104770155,0.23911459897624499,0.88979971649148,0.4912580817503866,0.5596464869742025,0.42455759154561357,0.5651909638388463,0
120,1.0,0.4061387020417096,0.5646240661792292,0.6277985611055457,0.4616306671388244,0.26934841509472307,0.23460530232184929,0.5687889999073367,0
121,1.0,0.309375073848757,0.4234449254303067,0.29174024796891274,0.4419279915397671,0.5336769323679138,0.7427347926550976,0.3286174580095801,0
122,1.0,0.3310408808908119,0.6551648688067747,0.328853825701962,0.7929928710215852,0.3519839830617123,0.4181911380651252,0.5188993428036501,0
123,1.0,0.36625785452748966,0.6418659817152415,0.8259709564364494,0.3830760490397933,0.5764965807938472,0.49324377714673456,0.5718489320431863,0
124,1.0,0.5353237768199057,0.6980018620446876,0.15513525850807433,0.5496466106979568,0.6086731251882272,0.447714780816216,0.5828094629027712,0
125,1.0,0.31861942614667915,0.34289786353632246,0.6958361391051849,0.18263395739204438,0.2835720245829111,0.27528249090407675,0.7382233097279476,0
126,1.0,0.42633618428358916,0.4329303692367216,0.38312928039101835,0.6417001243881459,0.45077290534239206,0.10368610904764546,0.5012450510179757,0
127,1.0,0.4907699439206314,0.3505236522299661,0.49323513165343535,0.5905382967480985,0.5029178804277455,0.511394087235148,0.5890995603959235,0
128,1.0,0.28045859101843834,0.21487242993322728,0.5389190744682988,0.6676420234801896,0.8315599781554728,0.47973744206727453,0.15706459040718657,0
129,1.0,0.6137934258944978,0.3603445997819901,0.33541826257128937,0.4065298435840495,0.2818324406241967,0.23485891396609396,0.3042464684602357,0
130,1.0,0.8062045900636159,0.34029062975278723,0.40498770716058136,0.26655143658745106,0.7932758221533164,0.39914314160261244,0.5133061958852965,0
131,1.0,0.3512620466547827,0.6550569062929763,0.5196805710346049,0.4591491471911759,0.5922152420818345,0.534812202584852,0.3810436924117253,0
132,1.0,0.5854438661539576,0.021751219864224958,0.8166730414776724,0.8859231233140445,0.3331979819894806,0.4323515487012566,0.29788079756156954,0
133,1.0,0.40480656906977935,0.5535429523095496,0.641112625035286,0.4909095898159719,0.6871943565253701,0.5496560241666756,0.3470801688653403,0
134,1.0,0.5287040682808625,0.42852083947615005,0.40321337746710073,0.5669395456852931,0.23373553610328027,0.6133227445445742,0.3982677568321835,0
135,1.0,0.4236141741669352,0.39512800665477515,0.5303362335489519,0.46585646993792124,0.6398514201397353,0.2987500833657772,0.6065544012952365,0
136,1.0,0.7749119002227369,0.4199424760107643,0.40199105432441573,0.6455841644039056,0.2031452278512837,0.48411103489960766,0.6618360373116424,0
137,1.0,0.40265320416305683,0.5462508813834199,0.5596091687930148,0.35517982216348576,0.5008974039921189,0.25612122427402617,0.5375728703572034,0
138,1.0,0.5669974263580555,0.45399279502847834,0.36339480467195706,0.5263569507964456,0.6294670426039823,0.8099035769406613,0.4363931943576054,0
139,1.0,0.5395792082074787,0.8592392481043053,0.47741035666082376,0.55127926096773,0.2813518708188025,0.4274972944062118,0.5332972909433418,0
140,1.0,0.2910152333437496,0.5022419655330532,0.8242503830546692,0.7096509132607399,0.4389100145394199,0.518081101559137,0.5905331282699576,0
141,1.0,0.13283658175730206,0.3929709209761735,0.327578714042544,0.7773582744916538,0.1538080388919085,0.5739444559983607,0.5880803744892531,0
142,1.0,0.5354232242342069,0.3833427260886837,0.6620835399346514,0.1594130674219879,0.49577075410024657,0.4018458751452368,0.2994954344761576,0
143,1.0,0.5744320426135145,0.4346487001025017,0.48750101432401943,0.4726763718005577,0.4792602988577277,0.5334868002515899,0.47173268535658547,0
144,1.0,0.371441942833026,0.7303305456316797,0.6468790496236436,0.2719696430922852,0.4829070519525915,0.34919289526576663,0.3217341705978689,0
145,1.0,0.35723504910128884,0.5589106497534213,0.5115835761304164,0.395335851963464,0.24669638053766832,0.3691842000668558,0.4280407571885429,0
146,1.0,0.5938731403363477,0.6953869245525542,0.5266091362957295,0.6143996839476966,0.4999551550306655,0.30239252228324276,0.2660091139991137,0
147,1.0,0.5756540456172267,0.26313187362371493,0.538733205680774,0.6907460931816842,0.7270560413129025,0.3933372107471938,0.535592976089189,0
148,1.0,0.5907976835505633,0.39030350896834304,0.7638161563043026,0.7036045182605108,0.5720450167565367,0.3463408803620872,0.4250199879330306,0
149,1.0,0.4887349585587014,0.48142215587737514,0.7061956673526386,0.21582459363578052,0.590010333523796,0.371377684904095,0.7622798801857589,0
150,1.0,0.3344700712458048,0.43721277646072365,0.567814155541883,0.2998109667866022,0.5787330053206793,0.3771708534100472,0.6351959879807935,0
151,1.0,0.27132011920523447,0.5850725034684343,0.770294951534914,0.3087344968077289,0.5774737209242534,0.36387368214602156,0.4867278193011508,0
152,1.0,0.1573990863955502,0.6421110198024444,0.7286448120774573,0.38757220174362206,0.44327987427993487,0.46355502445153984,0.35607129969734774,0
153,1.0,0.44184114717206857,0.4101089417407636,0.7167214272398711,0.5055097576106126,0.6211006253839695,0.3260877815301235,0.28568764467111557,0
154,1.0,0.732366887351051,0.0,0.7350093915993612,0.5837598718299454,0.27883002448913535,0.38767089166638735,0.744213963033665,0
155,1.0,0.5205515522918437,0.31900254541932566,0.3163285544053968,0.5015119055665018,0.4412633525030985,0.5866772881667663,0.29551433193204296,0
156,1.0,0.43859934521874105,0.2735571712101932,0.8143535630419394,0.44695581123907585,0.3385079883513131,0.4854460882765449,0.2558583190427814,0
157,1.0,0.22682343024742443,0.5653597983300944,0.34084964391480005,0.7048663485224341,0.32022629796804736,0.5295035618638589,0.4459903885163149,0
158,1.0,0.35215665152063336,0.8044523274683555,0.5146051521312274,0.3572532743893212,0.3515997940760784,0.5778441450345544,0.3704551139853141,0
159,1.0,0.4510441074869338,0.5261731665511246,0.6486977565743863,0.4663766322446834,0.5387117166303624,0.5535082375370496,0.5207554712641168,0
160,1.0,0.4176600359348848,0.7678430819819283,0.19112835032407188,0.323570718711122,0.5682044039205617,0.2983231655221939,0.4135071732609351,0
161,1.0,0.5838114650386699,0.5253454118615145,0.545776253236846,0.4246946649970695,0.7088101333668853,0.2796940937721726,0.37431979664369885,0
162,1.0,0.42700880979344613,0.6538081452721173,0.7075623641399907,0.6076877920114329,0.48712700425542277,0.3259769451782795,0.4349234539675739,0
163,1.0,0.5525031939378507,0.5230699692851701,0.5709788014396339,0.22189533892718652,0.5098472004689332,0.43937979505715674,0.2282289625743285,0
164,1.0,0.4335323200665786,0.5936482840160335,0.6644824092170366,0.40598038001862463,0.38901769957188115,0.37063870249614267,0.7301983688468069,0
165,1.0,0.4224293551530915,0.318319563724161,0.4482815550312287,0.4139058267319055,0.49646751940345246,0.4210455545943869,0.22924629315804482,0
166,1.0,0.6353655097122218,0.4192783157042615,0.28008144708509713,0.4432917512801232,0.7153166188494111,0.6082635441454763,0.30804679595622664,0
167,1.0,0.33980471924883804,0.7168379352150582,0.5512117248149814,0.5086515318250467,0.46843209574515327,0.2769793828173784,0.5542928185697175,0
168,1.0,0.40871972094402315,0.6221791588258081,0.3373062600464956,0.4339070213222275,0.46013895944361305,0.4766356693203652,0.8816338356684017,0
169,1.0,0.26033250384585344,0.2482425782101626,0.48582383139916513,0.40823724093310165,0.16641124934488993,0.3960544451785442,0.5343838186408525,0
170,1.0,0.4645354822417613,0.6459757422063986,0.391509173229819,0.4947298497207196,0.3893451309738243,0.2698129826997532,0.6273826150223669,0
171,1.0,0.6074963662143775,0.6715966214601412,0.5704247596847393,0.48380432757473524,0.17231566496988893,0.526760866469524,0.4218547454193321,0
172,1.0,0.5504597948124547,0.42492320816255835,0.3981488291494905,0.2590903752652617,0.5247800938970704,0.4449319874927222,0.5387802385851019,0
173,1.0,0.5581915529533777,0.5246951521438756,0.4626574722792704,0.23173747558560198,0.21793658946225514,0.23678607240890123,0.8261673811874012,0
174,1.0,0.6050775418403068,0.3760788743357596,0.9071650160347294,0.42049169457942004,0.6996874152889017,0.475258832683351,0.40563183136062625,0
175,1.0,0.5422028135075834,0.5204979908288578,0.5318679220700018,0.6195496929054444,0.40784761317948964,0.5350532153462907,0.7094394473730459,0
176,1.0,0.5617550790452763,0.4957400214841967,0.5018450784136568,0.4792865741953096,0.20647534352998476,0.4592023728155845,0.24915492812213577,0
177,1.0,0.5096511664925739,0.4069700842143245,0.73982720545124,0.39328998055920855,0.30730348031565896,0.26712149329380225,0.6570350374256138,0
178,1.0,0.30697134217465916,0.46339452143275184,0.6149879831244834,0.6567490207848429,0.2201399411776124,0.5889001404986437,0.5222504549899134,0
179,1.0,0.5276352940803756,0.38123778829823585,0.7643301851359491,0.09936636187044504,0.5358737546167816,0.4158133468952807,0.31322618618144465,0
180,1.0,0.589329473739115,0.5827808087794,0.6012859719370988,0.6267796882673471,0.4893603353253698,0.4232929265397095,0.35193701032816266,0
181,1.0,0.3192397287552326,0.3645958234900615,0.5974597103981041,0.6155081690809898,0.48431835684298846,0.41258030759852315,0.4868004744965029,0
182,1.0,0.48500030291172613,0.5279680895466097,0.49675937704522716,0.6687189282763513,0.3904320134896672,0.4910481412732101,0.47141593408059035,0
183,1.0,0.609452760546424,0.5159832297127859,0.7684935376573631,0.4974311807522777,0.623408393164991,0.6299447000829433,0.5572439307810102,0
184,1.0,0.39543071428589344,0.34104216849346874,0.5880780778499147,0.4753849845895688,0.5115776284599362,0.3863478210421616,0.9266166343678188,0
185,1.0,0.25616325870438567,0.40475926719218236,0.5362885394520057,0.40894747905427614,0.29527597272222555,0.6124268033595394,0.47004343583412594,0
186,1.0,0.45936156049572047,0.5211716512529495,0.8775493264355464,0.7250050457649302,0.35579105849651643,0.4031292664044534,0.6343735560799209,0
187,1.0,0.6845325940721484,0.6949593298414154,0.19312898471406373,0.36725090045464137,0.6888582292166078,0.23846607991408786,0.6442968290519585,0
188,1.0,0.3161482299941018,0.36520525451929325,0.43052832097860577,0.5850984023240665,0.20589970111683964,0.5792485238758811,0.3008156590236786,0
189,1.0,0.4348297456093104,0.4497575193219763,0.6733716144486577,0.6261855553600346,0.34507331482533427,0.264738218680421,0.38132231028376085,0
190,1.0,0.33994381871204554,0.4395458050213231,0.3997325576907636,0.5462782752930861,0.6205312931873053,0.4837661927423469,0.6693743938353923,0
191,1.0,0.39756303779726376,0.18307222717147179,0.419638447656858,0.36818115530643725,0.2544452271882505,0.5319614474401002,0.5490253792694348,0
192,1.0,0.4848211979611343,0.4458245291348521,0.6340705239860775,0.8983074294098412,0.4795737625804269,0.4062349528453762,0.3759976044907793,0
193,1.0,0.6673566317253369,0.5930831071819487,0.5446541910165604,0.5455073217331654,0.38333907460545885,0.6825790143944803,0.8055635523851248,0
194,1.0,0.34499745612803795,0.5978942477175229,0.6502785008960039,0.4884830841486886,0.11471090631606506,0.6121157338230265,0.3919863483021982,0
195,1.0,0.3461715557071315,0.39146669271116397,0.4314156402493307,0.42534286328471094,0.32737335138128926,0.5740901059722074,0.42602794489688356,0
196,1.0,0.322091889505806,0.5576989508422165,0.5342998004672141,0.38419514366661606,0.38732365518852346,0.4829467191552239,0.7009253147660344,0
197,1.0,0.28957053246272607,0.4293010673228142,0.45115876409146943,0.6556351239062959,0.5025925000477549,0.41216659532324706,0.3404173370704602,0
