ID linked to 4745 data,NewSecId,HomogeneousSectionID,LEN_Gz,LEN_YR,Constant,AADT,MCV,ArtVeh,SP,HSP,MSP,LSP,M_Curve,S_Curve,VS_Curve,Curve,Curve50,L_Ter,Roll_Ter,Mt_Ter,Nlanes,Lwidth,F_W,FW_RS,FW_US,Median,ATLM,M,US,RS,G_NG,Headon,RSMS,RSHS,RSLS,Length,C50RT,LW_RS,LW_US,RD,SW
3414,5121,5121,1,10,1,1268,61,69,80,0,1,0,1,0,0,1,0,1,0,0,2,3.4,11,0,11,0,0,0,1,0,G,0,0,0,0,1,0,0,3.4,0,1.25
1596,3955,3955,0.8,8,1,17585,474,717,80,0,1,0,0,0,0,0,0,1,1,0,2,3.5,11.8,0,11.8,0,0,0,1,0,G,0,0,0,0,0.8,0,0,3.5,0,2.36
894,2033,2033,2.051,20.51,1,1880,46,137,80,0,1,0,1,0,0,1,1,1,1,0,2,3.5,7.9,7.9,0,0,0,0,0,1,G,0,1,0,0,2.051,1,3.5,0,0,0.47
2758,4726.01,4726,10,100,1,2285,165,213,100,1,0,0,1,0,0,1,0,1,1,1,2,3.3,9.1,9.1,0,0,0.093271684,0,0,1,G,0,0,1,0,11.2,0,3.3,0,0,1.27
2848,4757.02,4757,10,100,1,521,57,35,100,1,0,0,1,0,0,1,0,1,1,0,2,3.5,8.6,8.6,0,0,0,0,0,1,G,0,0,1,0,70,0,3.5,0,0,0.36
3457,5154,5154,1.1,11,1,1131,23,57,100,1,0,0,1,1,0,1,1,1,1,0,2,3.5,9,9,0,0,0,0,0,1,G,0,0,1,0,1.1,1,3.5,0,0,1
3886,5404.01,5404,10,100,1,833,85,42,50,0,1,0,1,0,0,1,0,1,1,0,2,3.3,8.6,8.6,0,0,0.000332765,0,0,1,G,0,1,0,0,232.98,0,3.3,0,0,0.95
2866,4766.05,4766,10,100,1,901,152,75,100,1,0,0,0,0,0,0,0,1,1,0,2,3.5,8.4,8.4,0,0,0,0,0,1,G,0,0,1,0,84,0,3.5,0,0,0.68
681,1289.12,1289,10,100,1,65,6,4,100,1,0,0,1,0,0,1,0,1,1,0,2,3.1,8.3,8.3,0,0,0,0,0,1,G,0,0,1,0,120.915,0,3.1,0,0,0.26
3148,4937,4937,1,10,1,9063,36,135,60,0,1,0,1,1,0,1,0,1,0,0,2,3.5,9.9,0,9.9,0,0,0,1,0,G,0,0,0,0,1.1,0,0,3.5,0,1.23
1342,3495,3495,1.4,14,1,83,2,5,100,1,0,0,1,0,0,1,0,1,0,0,2,3.1,8,8,0,0,0,0,0,1,G,0,0,1,0,1.4,0,3.1,0,0,0.13
4162,5525,5525,1.3,13,1,122,12,14,100,1,0,0,1,1,0,1,1,0,1,0,2,3.5,9,9,0,0,0,0,0,1,G,0,0,1,0,1.3,1,3.5,0,0,1
227,534.03,534,9,90,1,3396,11,42,100,1,0,0,1,0,0,1,0,1,1,0,2,3.5,9.6,9.6,0,0,0.038593071,0,0,1,G,0,0,1,0,34.2,0,3.5,0,0,1.2
1117,2867,2867,8.3,83,1,170,20,6,100,1,0,0,0,0,0,0,0,1,0,0,2,3,8.6,8.6,0,0,0,0,0,1,G,0,0,1,0,8.3,0,3,0,0,0.15
3727,5337,5337,1.1,11,1,74,6,4,100,1,0,0,1,0,0,1,0,1,0,0,2,3.5,9,9,0,0,0,0,0,1,G,0,0,1,0,1.1,0,3.5,0,0,1
2287,4359.01,4359,10,100,1,2730,200,116,110,1,0,0,1,0,0,1,0,1,1,0,2,3.5,9.3,9.3,0,0,0.030784464,0,0,1,G,0,0,1,0,63.4,0,3.5,0,0,1.04
3092,4899.03,4899,1.3,13,1,2894,444,175,100,1,0,0,1,1,0,1,0,1,0,0,2,3.5,10.1,10.1,0,0,0.008816593,0,0,1,G,0,0,1,0,21.3,0,3.5,0,0,1.43
1405,3542.14,3542,10,100,1,47,9,3,100,1,0,0,1,0,0,1,0,1,0,0,1,4.5,6.7,6.7,0,0,0,0,0,1,G,0,0,1,0,246.7,0,4.5,0,0,0.3
4122,5510,5510,1.1,11,1,183,14,9,100,1,0,0,1,0,0,1,0,1,0,0,2,3.5,8.1,8.1,0,0,0,0,0,1,G,0,0,1,0,1.1,0,3.5,0,0,0.15
2958,4832.02,4832,10,100,1,719,93,46,100,1,0,0,0,0,0,0,0,1,1,0,2,3.4,8.7,8.7,0,0,0.102931314,0,0,1,G,0,0,1,0,21.5,0,3.4,0,0,0.79
2603,4567.03,4567,6.2,62,1,4359,168,191,100,1,0,0,1,0,0,1,1,1,1,0,2,3.5,10,10,0,0,0.000364198,0,0,1,G,0,0,1,0,26.2,1,3.5,0,0,1.47
4550,5639.1,5639,10,100,1,469,51,22,100,1,0,0,1,0,0,1,0,1,1,0,2,3.4,8.5,8.5,0,0,0,0,0,1,G,0,0,1,0,151.563,0,3.4,0,0,0.45
3227,5002,5002,2.1,21,1,537,14,33,100,1,0,0,1,1,0,1,1,0,1,1,2,3.1,8.6,8.6,0,0,0,0,0,1,G,0,0,1,0,2.1,1,3.1,0,0,1.24
76,310,310,0.9,9,1,5827,33,56,60,0,1,0,1,1,0,1,0,0,1,0,2,3.5,11.1,0,11.1,0,0,0,1,0,G,0,0,0,0,0.9,0,0,3.5,0,2.02
4348,5600.11,5600,10,100,1,35,3,2,80,0,1,0,1,0,0,1,0,1,0,0,1,3.9,7.9,7.9,0,1,0,0,0,1,G,0,1,0,0,225.6,0,3.9,0,0,0.22
913,2095,2095,0.9,9,1,3992,86,102,100,1,0,0,1,0,0,1,0,1,1,0,2,3.5,9,9,0,0,0,0,0,1,G,0,0,1,0,0.9,0,3.5,0,0,1
2420,4433.02,4433,10,100,1,1344,359,119,100,1,0,0,0,0,0,0,0,1,0,0,2,3.5,10,10,0,0,0.001326531,0,0,1,G,0,0,1,0,42,0,3.5,0,0,1.25
3488,5183.01,5183,10,100,1,744,17,40,100,1,0,0,1,0,0,1,0,1,1,0,2,3.1,8.3,8.3,0,0,0,0,0,1,G,0,0,1,0,40.8,0,3.1,0,0,0.79
1939,4210,4210,0.7,7,1,5961,94,222,80,0,1,0,0,0,0,0,0,1,0,0,2,3.5,9.1,0,9.1,0,0,0,1,0,G,0,0,0,0,0.7,0,0,3.5,0,1.07
207,516,516,0.613,6.13,1,8595,66,144,60,0,1,0,0,1,0,1,1,1,1,0,2,4.2,12.8,0,0,1,0,0,0,0,G,0,0,0,0,0.613,1,0,0,0,1.84
955,2180.03,2180,10,100,1,1452,31,62,100,1,0,0,1,1,0,1,0,1,1,0,2,3.4,8.8,8.8,0,0,0.027161612,0,0,1,G,0,0,1,0,42.3,0,3.4,0,0,0.69
942,2143,2143,1.4,14,1,1022,43,30,80,0,1,0,1,0,0,1,1,1,0,0,2,3.5,8.9,8.9,0,0,0,0,0,1,G,0,1,0,0,1.4,0,3.5,0,0,0.75
1971,4242.07,4242,10,100,1,133040,915,2381,100,1,0,0,0,0,0,0,0,1,1,1,8,3.6,38,0,0,1,0,1,0,0,G,0,0,0,0,76.3,0,0,0,0,2.48
164,470,470,0.5,5,1,2764,32,69,80,0,1,0,0,0,0,0,0,1,0,0,2,3.2,9.4,0,9.4,0,0,0,1,0,G,0,0,0,0,0.5,0,0,3.2,0,0.34
3567,5254.02,5254,10,100,1,922,65,66,100,1,0,0,1,0,0,1,0,1,1,0,2,3.1,9,9,0,0,0.00157193,0,0,1,G,0,0,1,0,22.7,0,3.1,0,0,1
3963,5440,5440,1.5,15,1,42,4,2,100,1,0,0,0,0,0,0,0,1,1,0,2,3.5,8,8,0,0,0,0,0,1,G,0,0,1,0,1.5,0,3.5,0,0,0
3664,5328.05,5328,10,100,1,288,30,16,100,1,0,0,1,0,0,1,0,1,1,0,2,3.4,8.5,8.5,0,0,0.012727527,0,0,1,G,0,0,1,0,147.1,0,3.4,0,0,0.74
3469,5164.03,5164,4.9,49,1,658,16,38,100,1,0,0,1,0,0,1,0,1,1,0,2,2.9,8.4,8.4,0,0,0,0,0,1,G,0,0,1,0,24.9,0,2.9,0,0,0.72
1853,4137,4137,2.5,5,1,21362,317,542,80,0,1,0,1,0,0,1,0,1,0,0,4,3.5,19.8,0,0,1,0,0,0,0,G,0,0,0,0,2.5,0,0,0,0,2.08
3926,5409.07,5409,10,100,1,240,11,10,100,1,0,0,1,0,0,1,0,1,0,0,2,3.1,8.1,8.1,0,0,0,0,0,1,G,0,0,1,0,71.7,0,3.1,0,0,0.69
2097,4278.1,4278,10,100,1,343,54,17,110,1,0,0,1,1,0,1,0,1,1,0,2,3.5,8.7,8.7,0,0,0,0,0,1,G,0,0,1,0,169.18,0,3.5,0,0,0.73
890,1997,1997,0.74,7.4,1,16927,2,46,60,0,1,0,0,0,0,0,0,1,0,0,4,3.5,20.2,0,0,1,0,0,0,0,G,0,0,0,0,0.74,0,0,0,0,3.16
2564,4543,4543,0.65,6.5,1,1132,122,53,60,0,1,0,0,0,0,0,0,1,0,0,2,3.5,10.4,0,0,1,0,0,0,0,G,0,0,0,0,0.65,0,0,0,0,1.46
3694,5334.11,5334,10,100,1,72,9,6,100,1,0,0,1,1,0,1,0,1,0,0,1,3.9,6.6,6.6,0,0,0,0,0,1,G,0,0,1,0,378.4,0,3.9,0,0,0.33
4241,5574.13,5574,10,100,1,161,12,12,110,1,0,0,1,0,0,1,0,1,1,0,2,3.3,8.4,8.4,0,0,0,0,0,1,G,0,0,1,0,146.3,0,3.3,0,0,0.86
4332,5599.17,5599,10,100,1,77,9,6,100,1,0,0,1,0,0,1,0,1,0,0,1,3.6,6.9,6.9,0,1,0,0,0,1,G,0,0,1,0,216.09,0,3.6,0,0,0.15
1668,4004.04,4004,1.3,13,1,7031,489,461,100,1,0,0,0,0,0,0,0,1,1,1,2,3.4,9.9,9.9,0,0,0.406250957,0,0,1,G,0,0,1,0,31.3,0,3.4,0,0,1.53
2182,4309.04,4309,10,100,1,366,88,28,110,1,0,0,1,1,0,1,0,1,1,0,2,3.5,8.7,8.7,0,0,0,0,0,1,G,0,0,1,0,147.4,0,3.5,0,0,0.84
4134,5518,5518,4.5,45,1,208,18,9,100,1,0,0,0,1,0,1,0,1,1,0,2,3.5,9.6,9.6,0,0,0,0,0,1,G,0,0,1,0,4.5,0,3.5,0,0,0.67
3753,5347.04,5347,10,100,1,37,8,4,100,1,0,0,1,0,0,1,0,1,0,0,1,3.7,5.9,5.9,0,0,0,0,0,1,G,0,0,1,0,58.6,0,3.7,0,0,0.07
3692,5334.09,5334,10,100,1,72,9,6,100,1,0,0,1,1,0,1,0,1,0,0,1,3.9,6.6,6.6,0,0,0,0,0,1,G,0,0,1,0,378.4,0,3.9,0,0,0.33
1857,4141,4141,2.011,16.088,1,17234,216,348,100,1,0,0,0,0,0,0,0,1,0,0,2,3.5,13.4,0,0,0,0,1,0,0,G,0,0,0,0,2.011,0,0,0,0,2.85
2458,4465,4465,0.8,8,1,24982,1001,1071,100,1,0,0,0,0,0,0,0,1,1,0,4,3.5,18.6,0,0,1,0,0,0,0,G,0,0,0,0,0.8,0,0,0,1,1.5
4323,5599.08,5599,10,100,1,77,9,6,100,1,0,0,1,0,0,1,0,1,0,0,1,3.6,6.9,6.9,0,1,0,0,0,1,G,0,0,1,0,216.09,0,3.6,0,0,0.15
1283,3367,3367,0.8,8,1,1063,48,28,60,0,1,0,1,0,0,1,0,1,0,0,2,3.1,15.8,0,15.8,0,0,0,1,0,G,0,0,0,0,0.8,0,0,3.1,0,4.56
1026,2264,2264,1.2,12,1,30337,4,60,60,0,1,0,1,0,0,1,0,1,0,0,5,3.3,20.3,0,0,1,0,0,0,0,G,0,0,0,0,1.2,0,0,0,0,1.88
3076,4886,4886,0.9,9,1,4484,312,171,100,1,0,0,0,0,0,0,0,1,0,0,2,3.5,9.9,9.9,0,0,0,0,0,1,G,0,0,1,0,0.9,0,3.5,0,0,0.94
1736,4044.05,4044,1.1,11,1,3621,273,285,100,1,0,0,1,0,0,1,0,1,1,0,2,3.3,9.9,9.9,0,1,0.065859189,0,0,1,G,0,0,1,0,41.1,0,3.3,0,0,1.55
3518,5214,5214,1.1,11,1,2492,5,17,80,0,1,0,0,0,0,0,0,1,0,0,2,3.3,7.7,0,7.7,0,0,0,1,0,G,0,0,0,0,1.1,0,0,3.3,0,0.51
3280,5024.19,5024,10,100,1,634,67,37,110,1,0,0,1,1,1,1,0,1,0,0,2,3.5,8.4,8.4,0,0,6.21E-05,0,0,1,G,0,0,1,0,282.65,0,3.5,0,0,0.59
697,1328.04,1328,10,100,1,978,27,24,100,1,0,0,1,0,1,1,0,1,1,0,2,3.3,8.2,8.2,0,0,0,0,0,1,G,0,0,1,0,41.1,0,3.3,0,0,0.61
3599,5281,5281,1.2,12,1,4359,60,120,100,1,0,0,0,0,0,0,0,1,0,0,2,3.4,10.3,10.3,0,0,0,0,0,1,G,0,0,1,0,1.2,0,3.4,0,0,1.06
4472,5629.06,5629,10,100,1,35,5,4,100,1,0,0,1,1,0,1,0,1,1,0,1,3.7,6.9,6.9,0,0,0,0,0,1,G,0,0,1,0,162.33,0,3.7,0,0,0.05
2369,4401,4401,0.7,7,1,5551,536,452,70,0,1,0,0,0,0,0,0,1,0,0,2,3.5,11.4,0,11.4,0,0,0,1,0,G,0,0,0,0,0.7,0,0,3.5,0,2.36
4236,5574.08,5574,10,100,1,161,12,12,110,1,0,0,1,0,0,1,0,1,1,0,2,3.3,8.4,8.4,0,0,0,0,0,1,G,0,0,1,0,146.3,0,3.3,0,0,0.86
3983,5446.04,5446,2.7,27,1,1372,22,28,100,1,0,0,1,0,0,1,0,1,1,0,2,3.5,8.2,8.2,0,0,0.083545474,0,0,1,G,0,0,1,0,34.5,0,3.5,0,0,0.49
1900,4174,4174,9.095,90.95,1,3499,119,239,100,1,0,0,0,0,0,0,0,1,0,0,2,3.3,9.8,9.8,0,0,0.662000066,0,0,1,G,0,0,1,0,9.095,0,3.3,0,0,1.64
395,923.03,923,10,100,1,1181,102,53,100,1,0,0,1,1,0,1,0,1,1,0,2,3.3,8.9,8.9,0,0,0,0,0,1,G,0,0,1,0,70.4,0,3.3,0,0,0.48
1337,3490.03,3490,9.4,94,1,221,5,8,100,1,0,0,1,0,0,1,1,1,0,0,2,3.1,8.1,8.1,0,0,0,0,0,1,G,0,0,1,0,29.4,0,3.1,0,0,0.21
584,1212.02,1212,4.05,40.5,1,452,21,22,100,1,0,0,1,0,0,1,0,1,1,0,2,2.9,8.2,8.2,0,0,0,0,0,1,G,0,0,1,0,14.05,0,2.9,0,0,0.02
773,1816.04,1816,10,100,1,190,5,5,100,1,0,0,1,0,0,1,0,1,1,0,2,3,8.3,8.3,0,0,0,0,0,1,G,0,0,1,0,158.1,0,3,0,0,0.02
4214,5563,5563,5.6,56,1,145,7,7,100,1,0,0,1,0,0,1,0,1,0,0,2,3.5,9,9,0,0,0,0,0,1,G,0,0,1,0,5.6,0,3.5,0,0,0
1463,3596,3596,1.1,11,1,390,15,19,100,1,0,0,1,1,0,1,0,0,1,0,2,3.4,8,8,0,0,0,0,0,1,G,0,0,1,0,1.1,0,3.4,0,0,0.56
3007,4850.02,4850,10,100,1,893,67,79,100,1,0,0,0,0,0,0,0,1,0,0,2,3.3,9.6,9.6,0,0,0,0,0,1,G,0,0,1,0,30.1,0,3.3,0,0,0.58
3169,4972.01,4972,10,100,1,2215,171,83,100,1,0,0,1,1,0,1,0,1,1,1,2,3.5,8.9,8.9,0,0,0.019339911,0,0,1,G,0,0,1,0,177.3,0,3.5,0,0,0.92
3175,4972.07,4972,10,100,1,2215,171,83,100,1,0,0,1,1,0,1,0,1,1,1,2,3.5,8.9,8.9,0,0,0.019339911,0,0,1,G,0,0,1,0,177.3,0,3.5,0,0,0.92
3730,5338.03,5338,0.8,8,1,74,6,4,100,1,0,0,1,0,0,1,0,1,0,0,2,3.6,8.5,8.5,0,0,0,0,0,1,G,0,0,1,0,20.8,0,3.6,0,0,0.52
4140,5522.03,5522,10,100,1,239,25,15,100,1,0,0,1,1,0,1,0,1,1,1,2,3.3,8.7,8.7,0,0,0,0,0,1,G,0,0,1,0,61.259,0,3.3,0,0,0.98
3735,5340.04,5340,0.5,5,1,74,6,4,100,1,0,0,1,0,0,1,0,1,0,0,2,3.4,8.6,8.6,0,0,0,0,0,1,G,0,0,1,0,30.5,0,3.4,0,0,0.92
2805,4741.02,4741,10,100,1,210,22,9,110,1,0,0,1,0,0,1,0,1,0,0,2,3.5,8.9,8.9,0,0,0,0,0,1,G,0,0,1,0,77,0,3.5,0,0,0.24
2662,4630,4630,1.2,12,1,1387,71,92,100,1,0,0,1,0,0,1,1,0,1,1,2,3.5,9.6,9.6,0,0,0.006944444,0,0,1,G,0,0,1,0,1.2,1,3.5,0,0,1.46
3478,5173,5173,0.586,5.86,1,1264,21,46,60,0,1,0,0,1,0,1,1,1,0,0,2,4.1,10.4,0,10.4,0,0,0,1,0,G,0,0,0,0,0.586,0,0,4.1,0,0.4
851,1976,1976,1,10,1,47,6,2,100,1,0,0,1,1,0,1,0,1,0,0,2,3.5,8.6,8.6,0,0,0,0,0,1,G,0,0,1,0,1,0,3.5,0,0,0
3961,5438.02,5438,8.7,87,1,42,4,2,100,1,0,0,1,0,0,1,0,1,0,0,2,3.5,8,8,0,0,0,0,0,1,G,0,0,1,0,18.7,0,3.5,0,0,0
3134,4923.03,4923,5.7,57,1,6374,25,169,100,1,0,0,1,0,0,1,0,1,1,0,2,3.4,9.6,9.6,0,0,0.02370967,0,0,1,G,0,0,1,0,25.7,0,3.4,0,0,1.22
1647,3996,3996,0.792,7.92,1,5221,426,461,50,0,1,0,1,1,0,1,0,1,0,0,4,3.4,26,0,0,1,0,0,0,0,G,0,0,0,0,0.792,0,0,0,0,1.12
3400,5109,5109,0.7,7,1,4752,29,115,60,0,1,0,1,0,0,1,1,1,0,0,2,3.7,10.3,0,10.3,1,0,0,1,0,G,0,0,0,0,0.7,0,0,3.7,0,1.39
11,46,46,0.7,7,1,34882,31,199,80,0,1,0,1,0,0,1,1,0,1,0,4,3.5,18,0,0,1,0,0,0,0,G,0,0,0,0,0.7,1,0,0,0,2
4245,5576,5576,0.56,5.6,1,148,11,13,50,0,1,0,0,1,0,1,0,1,0,0,2,3.5,11.4,0,11.4,0,0,0,1,0,G,0,0,0,0,0.56,0,0,3.5,0,2.21
3520,5216,5216,0.7,7,1,2492,5,17,80,0,1,0,0,0,0,0,0,1,0,0,2,3.5,9.7,0,9.7,0,0,0,1,0,G,0,0,0,0,0.7,0,0,3.5,0,1.71
1471,3643,3643,0.8,8,1,2124,13,30,80,0,1,0,0,0,0,0,1,1,1,0,2,3,8.5,0,8.5,0,0,0,1,0,G,0,0,0,0,0.8,1,0,3,0,0.5
2176,4306.12,4306,1.7,17,1,371,79,26,110,1,0,0,1,0,0,1,0,1,0,0,2,3.5,8.8,8.8,0,0,0,0,0,1,G,0,0,1,0,111.7,0,3.5,0,0,0.92
4669,5715.1,5715,10,100,1,131,14,7,100,1,0,0,1,0,0,1,0,1,0,0,2,3.4,8.2,8.2,0,0,0,0,0,1,G,0,0,1,0,117.2,0,3.4,0,0,0.59
