zonal_ID,weather_station,county,DP01,DP10,DSND,DSNW,DX32,PRCP,SNOW,TAVG,TMAX,TMIN,max_prcp,max_snow,year,month,dummy_winter,dummy_winter_2,crashes,inj.fat,PDO,orig_ID,segment_length,curve,speed,jurisdiction,left_shoulder_width,right_shoulder_width,paved_shoulder,num_lanes,rumble_install_year,FAADT,town,element_ID,maint_region,ANNUAL_ADT,monthly_AADT,ln_AADT,ln_seg
1,Androscoggin,Androscoggin,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,5078727,0.169,1,65,Toll hwy,4,10,14,2,0,5880,Auburn,124934,Southern,5880,5233,8.56274,-1.777857
1,Androscoggin,Androscoggin,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,5078727,0.143,0,65,Toll hwy,4,10,14,2,0,5880,Auburn,124935,Southern,5880,4778,8.471777,-1.944911
1,Androscoggin,Androscoggin,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,5078727,0.143,0,65,Toll hwy,4,10,14,2,0,5880,Auburn,124935,Southern,5880,4748,8.465479,-1.944911
1,Androscoggin,Androscoggin,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,0,0,0,5078727,0.143,0,65,Toll hwy,4,10,14,2,0,5880,Auburn,124935,Southern,5880,5072,8.53149,-1.944911
1,Androscoggin,Androscoggin,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,5078727,0.143,0,65,Toll hwy,4,10,14,2,0,5880,Auburn,124935,Southern,5880,5457,8.604654,-1.944911
1,Androscoggin,Androscoggin,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,5078727,0.143,0,65,Toll hwy,4,10,14,2,0,5880,Auburn,124935,Southern,5880,5762,8.65904,-1.944911
1,Androscoggin,Androscoggin,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,5078727,0.143,0,65,Toll hwy,4,10,14,2,0,5880,Auburn,124935,Southern,5880,5233,8.56274,-1.944911
3,Cumberland,Cumberland,11,8,28,6,16,5.53,18.3,23.5,31.7,15.3,1.55,5.2,2019,1,0,0,0,0,0,3967899,0.05,1,55,State hwy,10,4,14,2,0,12470,Scarborough,115375,Southern,12470,11909,9.38505,-2.995732
3,Cumberland,Cumberland,11,7,21,4,13,3.95,11.6,26.1,35.1,17.1,1.15,5,2019,2,0,0,0,0,0,3967899,0.05,1,55,State hwy,10,4,14,2,0,12470,Scarborough,115375,Southern,12470,11815,9.377125,-2.995732
3,Cumberland,Cumberland,11,5,22,3,4,2.7,11.1,32.1,40.7,23.4,0.77,5.8,2019,3,0,0,0,0,0,3967899,0.05,1,55,State hwy,10,4,14,2,0,12470,Scarborough,115375,Southern,12470,12470,9.431081,-2.995732
3,Cumberland,Cumberland,17,11,4,1,0,5.19,3.8,44.7,53.5,36,1.22,3,2019,4,0,0,0,0,0,3967899,0.05,1,55,State hwy,10,4,14,2,0,12470,Scarborough,115375,Southern,12470,13243,9.491224,-2.995732
3,Cumberland,Cumberland,11,6,0,0,2,2.95,0.3,35.8,43.4,28.1,0.78,0.3,2019,11,1,0,0,0,0,3967899,0.05,1,55,State hwy,10,4,14,2,0,12470,Scarborough,115375,Southern,12470,13468,9.508072,-2.995732
3,Cumberland,Cumberland,15,9,16,6,7,8.49,26.1,30.9,39.1,22.7,3.4,9.8,2019,12,0,1,0,0,0,3967899,0.05,1,55,State hwy,10,4,14,2,0,12470,Scarborough,115375,Southern,12470,12645,9.445017,-2.995732
3,Cumberland,Cumberland,11,8,28,6,16,5.53,18.3,23.5,31.7,15.3,1.55,5.2,2019,1,0,0,0,0,0,3967902,0.032,1,55,State hwy,10,4,14,3,0,14830,Scarborough,115381,Southern,14830,14163,9.558388,-3.442019
3,Cumberland,Cumberland,11,7,21,4,13,3.95,11.6,26.1,35.1,17.1,1.15,5,2019,2,0,0,0,0,0,3967902,0.032,1,55,State hwy,10,4,14,3,0,14830,Scarborough,115381,Southern,14830,14051,9.550449,-3.442019
3,Cumberland,Cumberland,11,5,22,3,4,2.7,11.1,32.1,40.7,23.4,0.77,5.8,2019,3,0,0,0,0,0,3967902,0.032,1,55,State hwy,10,4,14,3,0,14830,Scarborough,115381,Southern,14830,14830,9.604407,-3.442019
3,Cumberland,Cumberland,17,11,4,1,0,5.19,3.8,44.7,53.5,36,1.22,3,2019,4,0,0,0,0,0,3967902,0.032,1,55,State hwy,10,4,14,3,0,14830,Scarborough,115381,Southern,14830,15749,9.664532,-3.442019
3,Cumberland,Cumberland,11,6,0,0,2,2.95,0.3,35.8,43.4,28.1,0.78,0.3,2019,11,1,0,0,0,0,3967902,0.032,1,55,State hwy,10,4,14,3,0,14830,Scarborough,115381,Southern,14830,16016,9.681344,-3.442019
3,Cumberland,Cumberland,15,9,16,6,7,8.49,26.1,30.9,39.1,22.7,3.4,9.8,2019,12,0,1,0,0,0,3967902,0.032,1,55,State hwy,10,4,14,3,0,14830,Scarborough,115381,Southern,14830,15038,9.618336,-3.442019
3,Cumberland,Cumberland,11,8,28,6,16,5.53,18.3,23.5,31.7,15.3,1.55,5.2,2019,1,0,0,0,0,0,3967925,0.016,1,65,Toll hwy,4,10,14,2,0,14830,Scarborough,115399,Southern,14830,14163,9.558388,-4.135167
3,Cumberland,Cumberland,11,7,21,4,13,3.95,11.6,26.1,35.1,17.1,1.15,5,2019,2,0,0,0,0,0,3967925,0.016,1,65,Toll hwy,4,10,14,2,0,14830,Scarborough,115399,Southern,14830,14051,9.550449,-4.135167
3,Cumberland,Cumberland,11,5,22,3,4,2.7,11.1,32.1,40.7,23.4,0.77,5.8,2019,3,0,0,0,0,0,3967925,0.016,1,65,Toll hwy,4,10,14,2,0,14830,Scarborough,115399,Southern,14830,14830,9.604407,-4.135167
3,Cumberland,Cumberland,17,11,4,1,0,5.19,3.8,44.7,53.5,36,1.22,3,2019,4,0,0,0,0,0,3967925,0.016,1,65,Toll hwy,4,10,14,2,0,14830,Scarborough,115399,Southern,14830,15749,9.664532,-4.135167
3,Cumberland,Cumberland,11,6,0,0,2,2.95,0.3,35.8,43.4,28.1,0.78,0.3,2019,11,1,0,0,0,0,3967925,0.016,1,65,Toll hwy,4,10,14,2,0,14830,Scarborough,115399,Southern,14830,16016,9.681344,-4.135167
3,Cumberland,Cumberland,15,9,16,6,7,8.49,26.1,30.9,39.1,22.7,3.4,9.8,2019,12,0,1,0,0,0,3967925,0.016,1,65,Toll hwy,4,10,14,2,0,14830,Scarborough,115399,Southern,14830,15038,9.618336,-4.135167
3,Cumberland,Cumberland,11,8,28,6,16,5.53,18.3,23.5,31.7,15.3,1.55,5.2,2019,1,0,0,0,0,0,3967925,0.177,0,65,Toll hwy,4,10,14,2,0,14830,Scarborough,115400,Southern,14830,14163,9.558388,-1.731606
3,Cumberland,Cumberland,11,7,21,4,13,3.95,11.6,26.1,35.1,17.1,1.15,5,2019,2,0,0,0,0,0,3967925,0.177,0,65,Toll hwy,4,10,14,2,0,14830,Scarborough,115400,Southern,14830,14051,9.550449,-1.731606
3,Cumberland,Cumberland,11,5,22,3,4,2.7,11.1,32.1,40.7,23.4,0.77,5.8,2019,3,0,0,0,0,0,3967925,0.177,0,65,Toll hwy,4,10,14,2,0,14830,Scarborough,115400,Southern,14830,14830,9.604407,-1.731606
3,Cumberland,Cumberland,17,11,4,1,0,5.19,3.8,44.7,53.5,36,1.22,3,2019,4,0,0,0,0,0,3967925,0.177,0,65,Toll hwy,4,10,14,2,0,14830,Scarborough,115400,Southern,14830,15749,9.664532,-1.731606
3,Cumberland,Cumberland,11,6,0,0,2,2.95,0.3,35.8,43.4,28.1,0.78,0.3,2019,11,1,0,0,0,0,3967925,0.177,0,65,Toll hwy,4,10,14,2,0,14830,Scarborough,115400,Southern,14830,16016,9.681344,-1.731606
3,Cumberland,Cumberland,15,9,16,6,7,8.49,26.1,30.9,39.1,22.7,3.4,9.8,2019,12,0,1,0,0,0,3967925,0.177,0,65,Toll hwy,4,10,14,2,0,14830,Scarborough,115400,Southern,14830,15038,9.618336,-1.731606
5,Penobscot,Penobscot,15,7,24,5,18,5.15,20.6,18.7,28.4,8.9,2.49,7.9,2019,1,0,0,0,0,0,2523915,0.133,0,60,State hwy,4,10,14,2,0,9690,Bangor,3521,Eastern,9690,9254,9.132811,-2.017406
5,Penobscot,Penobscot,11,6,22,5,15,1.83,16.6,20.6,30.4,10.9,0.5,6.3,2019,2,0,0,0,0,0,2523915,0.133,0,60,State hwy,4,10,14,2,0,9690,Bangor,3521,Eastern,9690,9181,9.124891,-2.017406
5,Penobscot,Penobscot,7,5,15,2,5,1.94,6.7,28.2,38.6,17.9,0.63,4.8,2019,3,0,0,0,0,0,2523915,0.133,0,60,State hwy,4,10,14,2,0,9690,Bangor,3521,Eastern,9690,9690,9.17885,-2.017406
5,Penobscot,Penobscot,17,10,4,4,1,5.53,10.2,42.5,51,34,1.58,3.3,2019,4,0,0,0,0,0,2523915,0.133,0,60,State hwy,4,10,14,2,0,9690,Bangor,3521,Eastern,9690,10291,9.239025,-2.017406
5,Penobscot,Penobscot,14,11,9,2,5,3.97,4.7,32.7,40.7,24.7,0.95,1.9,2019,11,1,0,0,0,0,2523915,0.133,0,60,State hwy,4,10,14,2,0,9690,Bangor,3521,Eastern,9690,10465,9.255792,-2.017406
5,Penobscot,Penobscot,10,8,21,5,17,3.21,16.2,26.4,34.6,18.2,1.21,5.5,2019,12,0,1,0,0,0,2523915,0.133,0,60,State hwy,4,10,14,2,0,9690,Bangor,3521,Eastern,9690,9826,9.192787,-2.017406
5,Penobscot,Penobscot,15,7,24,5,18,5.15,20.6,18.7,28.4,8.9,2.49,7.9,2019,1,0,0,0,0,0,3111434,0.098,0,65,State hwy,4,10,14,2,0,6740,Brewer,38806,Eastern,6740,6437,8.769818,-2.322788
5,Penobscot,Penobscot,11,6,22,5,15,1.83,16.6,20.6,30.4,10.9,0.5,6.3,2019,2,0,0,0,0,0,3111434,0.098,0,65,State hwy,4,10,14,2,0,6740,Brewer,38806,Eastern,6740,6386,8.761863,-2.322788
5,Penobscot,Penobscot,7,5,15,2,5,1.94,6.7,28.2,38.6,17.9,0.63,4.8,2019,3,0,0,0,0,0,3111434,0.098,0,65,State hwy,4,10,14,2,0,6740,Brewer,38806,Eastern,6740,6740,8.815815,-2.322788
5,Penobscot,Penobscot,17,10,4,4,1,5.53,10.2,42.5,51,34,1.58,3.3,2019,4,0,0,0,0,0,3111434,0.098,0,65,State hwy,4,10,14,2,0,6740,Brewer,38806,Eastern,6740,7158,8.875986,-2.322788
5,Penobscot,Penobscot,14,11,9,2,5,3.97,4.7,32.7,40.7,24.7,0.95,1.9,2019,11,1,0,0,0,0,3111434,0.098,0,65,State hwy,4,10,14,2,0,6740,Brewer,38806,Eastern,6740,7279,8.892749,-2.322788
5,Penobscot,Penobscot,10,8,21,5,17,3.21,16.2,26.4,34.6,18.2,1.21,5.5,2019,12,0,1,0,0,0,3111434,0.098,0,65,State hwy,4,10,14,2,0,6740,Brewer,38806,Eastern,6740,6834,8.829665,-2.322788
5,Penobscot,Penobscot,15,7,24,5,18,5.15,20.6,18.7,28.4,8.9,2.49,7.9,2019,1,0,0,0,0,0,3111434,0.132,1,65,State hwy,4,10,14,2,0,6740,Brewer,38807,Eastern,6740,6437,8.769818,-2.024953
5,Penobscot,Penobscot,11,6,22,5,15,1.83,16.6,20.6,30.4,10.9,0.5,6.3,2019,2,0,0,0,0,0,3111434,0.132,1,65,State hwy,4,10,14,2,0,6740,Brewer,38807,Eastern,6740,6386,8.761863,-2.024953
5,Penobscot,Penobscot,7,5,15,2,5,1.94,6.7,28.2,38.6,17.9,0.63,4.8,2019,3,0,0,0,0,0,3111434,0.132,1,65,State hwy,4,10,14,2,0,6740,Brewer,38807,Eastern,6740,6740,8.815815,-2.024953
5,Penobscot,Penobscot,17,10,4,4,1,5.53,10.2,42.5,51,34,1.58,3.3,2019,4,0,0,0,0,0,3111434,0.132,1,65,State hwy,4,10,14,2,0,6740,Brewer,38807,Eastern,6740,7158,8.875986,-2.024953
5,Penobscot,Penobscot,14,11,9,2,5,3.97,4.7,32.7,40.7,24.7,0.95,1.9,2019,11,1,0,0,0,0,3111434,0.132,1,65,State hwy,4,10,14,2,0,6740,Brewer,38807,Eastern,6740,7279,8.892749,-2.024953
5,Penobscot,Penobscot,10,8,21,5,17,3.21,16.2,26.4,34.6,18.2,1.21,5.5,2019,12,0,1,0,0,0,3111434,0.132,1,65,State hwy,4,10,14,2,0,6740,Brewer,38807,Eastern,6740,6834,8.829665,-2.024953
5,Penobscot,Penobscot,15,7,24,5,18,5.15,20.6,18.7,28.4,8.9,2.49,7.9,2019,1,0,0,0,0,0,3111435,0.396,1,65,State hwy,4,10,14,2,0,8670,Brewer,38808,Eastern,8670,8280,9.021598,-0.9263411
5,Penobscot,Penobscot,11,6,22,5,15,1.83,16.6,20.6,30.4,10.9,0.5,6.3,2019,2,0,0,0,0,0,3111435,0.396,1,65,State hwy,4,10,14,2,0,8670,Brewer,38808,Eastern,8670,8215,9.013717,-0.9263411
5,Penobscot,Penobscot,7,5,15,2,5,1.94,6.7,28.2,38.6,17.9,0.63,4.8,2019,3,0,0,0,0,0,3111435,0.396,1,65,State hwy,4,10,14,2,0,8670,Brewer,38808,Eastern,8670,8670,9.067624,-0.9263411
5,Penobscot,Penobscot,17,10,4,4,1,5.53,10.2,42.5,51,34,1.58,3.3,2019,4,0,0,0,0,0,3111435,0.396,1,65,State hwy,4,10,14,2,0,8670,Brewer,38808,Eastern,8670,9208,9.127828,-0.9263411
5,Penobscot,Penobscot,14,11,9,2,5,3.97,4.7,32.7,40.7,24.7,0.95,1.9,2019,11,1,0,0,0,0,3111435,0.396,1,65,State hwy,4,10,14,2,0,8670,Brewer,38808,Eastern,8670,9364,9.144628,-0.9263411
5,Penobscot,Penobscot,10,8,21,5,17,3.21,16.2,26.4,34.6,18.2,1.21,5.5,2019,12,0,1,0,0,0,3111435,0.396,1,65,State hwy,4,10,14,2,0,8670,Brewer,38808,Eastern,8670,8791,9.081484,-0.9263411
5,Penobscot,Penobscot,15,7,24,5,18,5.15,20.6,18.7,28.4,8.9,2.49,7.9,2019,1,0,0,0,0,0,3111435,1.094,0,65,State hwy,4,10,14,2,0,8670,Brewer,38809,Eastern,8670,8280,9.021598,0.0898407
5,Penobscot,Penobscot,11,6,22,5,15,1.83,16.6,20.6,30.4,10.9,0.5,6.3,2019,2,0,0,0,0,0,3111435,1.094,0,65,State hwy,4,10,14,2,0,8670,Brewer,38809,Eastern,8670,8215,9.013717,0.0898407
5,Penobscot,Penobscot,7,5,15,2,5,1.94,6.7,28.2,38.6,17.9,0.63,4.8,2019,3,0,0,0,0,0,3111435,1.094,0,65,State hwy,4,10,14,2,0,8670,Brewer,38809,Eastern,8670,8670,9.067624,0.0898407
5,Penobscot,Penobscot,17,10,4,4,1,5.53,10.2,42.5,51,34,1.58,3.3,2019,4,0,0,0,0,0,3111435,1.094,0,65,State hwy,4,10,14,2,0,8670,Brewer,38809,Eastern,8670,9208,9.127828,0.0898407
5,Penobscot,Penobscot,14,11,9,2,5,3.97,4.7,32.7,40.7,24.7,0.95,1.9,2019,11,1,0,0,0,0,3111435,1.094,0,65,State hwy,4,10,14,2,0,8670,Brewer,38809,Eastern,8670,9364,9.144628,0.0898407
5,Penobscot,Penobscot,10,8,21,5,17,3.21,16.2,26.4,34.6,18.2,1.21,5.5,2019,12,0,1,0,0,0,3111435,1.094,0,65,State hwy,4,10,14,2,0,8670,Brewer,38809,Eastern,8670,8791,9.081484,0.0898407
5,Penobscot,Penobscot,15,7,24,5,18,5.15,20.6,18.7,28.4,8.9,2.49,7.9,2019,1,0,0,0,0,0,3123001,0.225,0,60,State hwy,10,4,14,2,0,11180,Bangor,80946,Eastern,11180,10677,9.275847,-1.491655
5,Penobscot,Penobscot,11,6,22,5,15,1.83,16.6,20.6,30.4,10.9,0.5,6.3,2019,2,0,0,0,0,0,3123001,0.225,0,60,State hwy,10,4,14,2,0,11180,Bangor,80946,Eastern,11180,10593,9.267949,-1.491655
5,Penobscot,Penobscot,7,5,15,2,5,1.94,6.7,28.2,38.6,17.9,0.63,4.8,2019,3,0,0,0,0,0,3123001,0.225,0,60,State hwy,10,4,14,2,0,11180,Bangor,80946,Eastern,11180,11180,9.321882,-1.491655
5,Penobscot,Penobscot,17,10,4,4,1,5.53,10.2,42.5,51,34,1.58,3.3,2019,4,0,0,0,0,0,3123001,0.225,0,60,State hwy,10,4,14,2,0,11180,Bangor,80946,Eastern,11180,11873,9.382022,-1.491655
5,Penobscot,Penobscot,14,11,9,2,5,3.97,4.7,32.7,40.7,24.7,0.95,1.9,2019,11,1,0,0,0,0,3123001,0.225,0,60,State hwy,10,4,14,2,0,11180,Bangor,80946,Eastern,11180,12074,9.39881,-1.491655
5,Penobscot,Penobscot,10,8,21,5,17,3.21,16.2,26.4,34.6,18.2,1.21,5.5,2019,12,0,1,0,0,0,3123001,0.225,0,60,State hwy,10,4,14,2,0,11180,Bangor,80946,Eastern,11180,11337,9.335827,-1.491655
5,Penobscot,Penobscot,15,7,24,5,18,5.15,20.6,18.7,28.4,8.9,2.49,7.9,2019,1,0,0,0,0,0,3123001,0.025,1,60,State hwy,10,4,14,2,0,11180,Bangor,80948,Eastern,11180,10677,9.275847,-3.688879
5,Penobscot,Penobscot,11,6,22,5,15,1.83,16.6,20.6,30.4,10.9,0.5,6.3,2019,2,0,0,0,0,0,3123001,0.025,1,60,State hwy,10,4,14,2,0,11180,Bangor,80948,Eastern,11180,10593,9.267949,-3.688879
5,Penobscot,Penobscot,7,5,15,2,5,1.94,6.7,28.2,38.6,17.9,0.63,4.8,2019,3,0,0,0,0,0,3123001,0.025,1,60,State hwy,10,4,14,2,0,11180,Bangor,80948,Eastern,11180,11180,9.321882,-3.688879
5,Penobscot,Penobscot,17,10,4,4,1,5.53,10.2,42.5,51,34,1.58,3.3,2019,4,0,0,0,0,0,3123001,0.025,1,60,State hwy,10,4,14,2,0,11180,Bangor,80948,Eastern,11180,11873,9.382022,-3.688879
5,Penobscot,Penobscot,14,11,9,2,5,3.97,4.7,32.7,40.7,24.7,0.95,1.9,2019,11,1,0,0,0,0,3123001,0.025,1,60,State hwy,10,4,14,2,0,11180,Bangor,80948,Eastern,11180,12074,9.39881,-3.688879
5,Penobscot,Penobscot,10,8,21,5,17,3.21,16.2,26.4,34.6,18.2,1.21,5.5,2019,12,0,1,0,0,0,3123001,0.025,1,60,State hwy,10,4,14,2,0,11180,Bangor,80948,Eastern,11180,11337,9.335827,-3.688879
5,Penobscot,Penobscot,15,7,24,5,18,5.15,20.6,18.7,28.4,8.9,2.49,7.9,2019,1,0,0,0,0,0,3939568,0.875,0,65,State hwy,10,4,14,2,0,8740,Brewer,100030,Eastern,8740,8347,9.029657,-0.1335314
5,Penobscot,Penobscot,11,6,22,5,15,1.83,16.6,20.6,30.4,10.9,0.5,6.3,2019,2,0,0,0,0,0,3939568,0.875,0,65,State hwy,10,4,14,2,0,8740,Brewer,100030,Eastern,8740,8281,9.021719,-0.1335314
5,Penobscot,Penobscot,7,5,15,2,5,1.94,6.7,28.2,38.6,17.9,0.63,4.8,2019,3,0,0,0,0,0,3939568,0.875,0,65,State hwy,10,4,14,2,0,8740,Brewer,100030,Eastern,8740,8740,9.075665,-0.1335314
5,Penobscot,Penobscot,17,10,4,4,1,5.53,10.2,42.5,51,34,1.58,3.3,2019,4,0,0,0,0,0,3939568,0.875,0,65,State hwy,10,4,14,2,0,8740,Brewer,100030,Eastern,8740,9282,9.135832,-0.1335314
5,Penobscot,Penobscot,14,11,9,2,5,3.97,4.7,32.7,40.7,24.7,0.95,1.9,2019,11,1,0,0,0,0,3939568,0.875,0,65,State hwy,10,4,14,2,0,8740,Brewer,100030,Eastern,8740,9439,9.152605,-0.1335314
5,Penobscot,Penobscot,10,8,21,5,17,3.21,16.2,26.4,34.6,18.2,1.21,5.5,2019,12,0,1,0,0,0,3939568,0.875,0,65,State hwy,10,4,14,2,0,8740,Brewer,100030,Eastern,8740,8862,9.089528,-0.1335314
5,Penobscot,Penobscot,15,7,24,5,18,5.15,20.6,18.7,28.4,8.9,2.49,7.9,2019,1,0,0,0,0,0,3939568,0.569,1,65,State hwy,10,4,14,2,0,8740,Brewer,100033,Eastern,8740,8347,9.029657,-0.5638748
5,Penobscot,Penobscot,11,6,22,5,15,1.83,16.6,20.6,30.4,10.9,0.5,6.3,2019,2,0,0,0,0,0,3939568,0.569,1,65,State hwy,10,4,14,2,0,8740,Brewer,100033,Eastern,8740,8281,9.021719,-0.5638748
5,Penobscot,Penobscot,7,5,15,2,5,1.94,6.7,28.2,38.6,17.9,0.63,4.8,2019,3,0,0,0,0,0,3939568,0.569,1,65,State hwy,10,4,14,2,0,8740,Brewer,100033,Eastern,8740,8740,9.075665,-0.5638748
5,Penobscot,Penobscot,17,10,4,4,1,5.53,10.2,42.5,51,34,1.58,3.3,2019,4,0,0,0,0,0,3939568,0.569,1,65,State hwy,10,4,14,2,0,8740,Brewer,100033,Eastern,8740,9282,9.135832,-0.5638748
5,Penobscot,Penobscot,14,11,9,2,5,3.97,4.7,32.7,40.7,24.7,0.95,1.9,2019,11,1,0,0,0,0,3939568,0.569,1,65,State hwy,10,4,14,2,0,8740,Brewer,100033,Eastern,8740,9439,9.152605,-0.5638748
5,Penobscot,Penobscot,10,8,21,5,17,3.21,16.2,26.4,34.6,18.2,1.21,5.5,2019,12,0,1,0,0,0,3939568,0.569,1,65,State hwy,10,4,14,2,0,8740,Brewer,100033,Eastern,8740,8862,9.089528,-0.5638748
5,Penobscot,Penobscot,15,7,24,5,18,5.15,20.6,18.7,28.4,8.9,2.49,7.9,2019,1,0,0,0,0,0,3939568,0.097,1,65,State hwy,10,4,14,2,0,8740,Brewer,100039,Eastern,8740,8347,9.029657,-2.333044
5,Penobscot,Penobscot,11,6,22,5,15,1.83,16.6,20.6,30.4,10.9,0.5,6.3,2019,2,0,0,0,0,0,3939568,0.097,1,65,State hwy,10,4,14,2,0,8740,Brewer,100039,Eastern,8740,8281,9.021719,-2.333044
5,Penobscot,Penobscot,7,5,15,2,5,1.94,6.7,28.2,38.6,17.9,0.63,4.8,2019,3,0,0,0,0,0,3939568,0.097,1,65,State hwy,10,4,14,2,0,8740,Brewer,100039,Eastern,8740,8740,9.075665,-2.333044
5,Penobscot,Penobscot,17,10,4,4,1,5.53,10.2,42.5,51,34,1.58,3.3,2019,4,0,0,0,0,0,3939568,0.097,1,65,State hwy,10,4,14,2,0,8740,Brewer,100039,Eastern,8740,9282,9.135832,-2.333044
5,Penobscot,Penobscot,14,11,9,2,5,3.97,4.7,32.7,40.7,24.7,0.95,1.9,2019,11,1,0,0,0,0,3939568,0.097,1,65,State hwy,10,4,14,2,0,8740,Brewer,100039,Eastern,8740,9439,9.152605,-2.333044
5,Penobscot,Penobscot,10,8,21,5,17,3.21,16.2,26.4,34.6,18.2,1.21,5.5,2019,12,0,1,0,0,0,3939568,0.097,1,65,State hwy,10,4,14,2,0,8740,Brewer,100039,Eastern,8740,8862,9.089528,-2.333044
5,Penobscot,Penobscot,15,7,24,5,18,5.15,20.6,18.7,28.4,8.9,2.49,7.9,2019,1,0,0,0,0,0,3966211,0.24,0,60,State hwy,10,4,14,2,0,13830,Bangor,114201,Eastern,13830,13208,9.488578,-1.427116
5,Penobscot,Penobscot,11,6,22,5,15,1.83,16.6,20.6,30.4,10.9,0.5,6.3,2019,2,0,0,0,0,0,3966211,0.24,0,60,State hwy,10,4,14,2,0,13830,Bangor,114201,Eastern,13830,13104,9.480673,-1.427116
5,Penobscot,Penobscot,7,5,15,2,5,1.94,6.7,28.2,38.6,17.9,0.63,4.8,2019,3,0,0,0,0,0,3966211,0.24,0,60,State hwy,10,4,14,2,0,13830,Bangor,114201,Eastern,13830,13830,9.534595,-1.427116
5,Penobscot,Penobscot,17,10,4,4,1,5.53,10.2,42.5,51,34,1.58,3.3,2019,4,0,0,0,0,0,3966211,0.24,0,60,State hwy,10,4,14,2,0,13830,Bangor,114201,Eastern,13830,14687,9.594718,-1.427116
