ID,Y,speed,lanes,curvature,shoulder,urban,county,exposure,noise1,noise2
22,620,39.60723242676091,5,0.004777180385964778,8.89687412571665,0,21,7.342439863169817,-1.2464551089210432,-1.0514366348724573
23,1126,43.318092164684586,3,0.014632610032416327,4.404345706560461,1,25,9.23213376318545,-0.24937221419251318,-2.3057056861910663
24,5222,47.8034992108518,3,0.031225053550832417,9.011776232173556,0,25,9.919472787828063,-1.781374922508404,-1.2281454328290704
25,23596,64.25879806965068,4,0.008165521038748205,7.506690142816549,0,7,9.365824156633693,-0.8887100791542756,-0.06339382295753071
26,211,34.98368910791799,2,0.03897646005453357,4.886049258779847,0,28,10.195913646634269,0.381479876874686,-2.3763148922281516
27,6662,50.71172192068058,2,0.03515604532354284,6.032221356579637,1,20,9.554142400697955,-0.6546503721213264,-0.7925406856634968
28,1883,54.620728443102124,5,0.021116764746424956,3.2558113251901144,0,20,9.435542954187571,-0.43530398433708367,-0.5321204245466142
29,172,27.322520635999886,3,0.02679970261892569,9.835972997387742,1,7,8.873309846259676,0.938657973933317,-0.7401937857018979
30,1537,55.37724259507192,2,0.00977833280729296,6.67351163050396,0,0,10.57353534706348,-0.5015361524974897,-0.5845053013757192
31,1343,33.526206184364575,4,0.05967439820472345,0.43846852496629896,0,5,9.475908652468013,0.5122699810730561,-0.465378510623165
32,4648,28.252579649263975,4,0.05897910573692637,3.266219057480088,1,25,9.75415049087422,-0.5958177161206927,-0.7851351147903786
33,307,72.44427686266667,3,0.011606666955451853,6.233144337590575,0,12,10.73280368160089,0.9165802786123004,1.4699355358205197
34,2062,73.28160165372796,4,0.011938443027955343,0.563332777992398,0,8,9.000675576757725,1.3095524369166514,-0.6167430163442439
35,426,65.41986740582306,4,0.014812424938148376,0.23884191319142767,0,27,8.190750319973798,-1.9679565205135396,-2.6281534753772946
36,3442,40.23068845866854,3,0.04969612937711723,4.5002423952780255,0,5,10.721895586135362,-0.9849774120848869,-1.6362659025746504
37,6226,29.883605700319194,5,0.04292331829579904,3.3269017969267,0,14,10.745260919019927,-0.23547675720718028,0.601922998113316
38,571,59.211651325607846,5,0.06834659537933149,4.3829860803316585,0,22,8.572410775752727,-0.6846552256203129,0.45044057136447935
39,1485,47.007624686980066,4,0.07356962231101129,2.626933098800052,0,15,9.514526089756567,0.8577221453619259,-0.5251312952224232
40,711,31.10191174223894,5,0.0073694225234388275,1.6471774694298091,0,3,9.899001704060552,0.21936200607682765,-1.4113164577148032
41,92,49.758845505563514,5,0.048452419796809656,6.891433569803377,1,27,10.532561703637281,-0.945728068554524,0.7114760883175992
42,2597,26.71942605576092,4,0.0716073649335066,5.145711162678005,1,25,9.78378523701692,1.4175477826473015,-1.5871030786832105
43,23680,70.4660201039391,5,0.02543015343029592,2.0015421124936683,0,16,9.864636604495498,1.3988931079978946,0.37362662279025316
44,9461,37.93899908000085,4,0.03272890994198101,3.195894262599983,0,8,10.130039399716976,-1.330654741463271,-0.4291324025385637
45,6435,58.1261142176991,2,0.029031147305182744,5.918079076633259,0,11,10.390357266515712,-0.6056198426338804,0.49962590537670504
46,122255,40.58555380447055,3,0.030052655222766386,0.7222934827247784,0,21,10.93712538073049,0.8343887672264244,-0.5065230636137541
47,1329,51.00340105889054,3,0.0595342179866024,1.4745300926617955,0,18,9.506144716658717,0.9288220119501519,1.4602705104680225
48,10150,52.33551396716398,5,0.10198723851314875,0.7324560410739012,0,19,9.528880116400014,1.4037593215456454,-1.8448914398586262
49,1824,34.24272277627635,5,0.08323778786984345,8.123173327141188,0,25,10.330009362633543,2.471992035575437,0.5753028473096652
50,3286,73.47923138822793,5,0.02196012838344628,7.524092332120093,0,11,9.645496855370663,0.41802513559098825,-0.34612158589661496
51,46295,63.75664116805573,3,0.040609876650096154,7.533129318792571,0,21,10.103339183806721,1.2766570727537214,-0.7038608336083616
52,11439,71.97494707820945,2,0.01691559942105784,7.16325343476028,1,5,9.479689587615443,2.6709603257763606,1.2551718586704894
53,2906,69.74136752138244,2,0.01849368555669787,6.693854236698692,0,11,8.512710543400773,-0.014585355234599584,-1.0176003364951032
54,9585,54.89499894055426,3,0.03162870954206816,4.76991915378175,1,8,8.65636797576846,-0.7841089058090013,0.23413416936748155
55,678303,71.09371175115584,2,0.018057506416238555,6.42278163507115,1,19,10.963687357891692,0.25490336707356775,0.1220369280201861
56,428,29.424625102595975,3,0.020487520179707987,0.3836155478797465,0,4,9.599371214228695,1.5932295630004916,-1.2303398491919024
57,882,34.79914312095726,2,0.039904700696516346,6.214644226567846,0,20,10.40887381328495,1.813180951912765,0.8255556060234284
58,694,27.261364445526905,4,0.04797130195892016,7.778777055368772,0,2,10.516943040847762,0.14656566052564457,2.0210453865745155
59,1063,41.266516538163216,4,0.04706595619004772,5.003583603843902,0,1,8.247838748300957,-0.1651161703736826,1.6196930779473966
60,22150,44.4338644844741,3,0.04739972583006761,3.5751332842723693,0,7,9.173327027542097,-1.2743298675189996,0.39713841665317107
61,5080,38.567451588694794,2,0.010501283603349718,2.7742673480097912,1,9,8.18319818422766,0.07983019499037651,-0.2280096955394765
62,51,66.43687545759647,5,0.017254253806126437,6.428020501620825,0,14,8.982194875973612,-1.1785258678203372,0.8162882879521248
63,623,42.83766633467947,2,0.03432251055819006,6.928011986299087,0,8,9.265039744405208,-0.9720269451652213,0.9680344135340478
64,608,39.046725484369034,4,0.06942150475902288,8.709675998625425,1,9,10.765737712487146,0.23622321691481374,0.0909682422256175
65,8851,52.13480415791243,4,0.13919991633599169,3.423340824609907,1,10,10.557874949514385,-1.2774594381762188,-2.38972736433599
66,214,32.04621124873813,2,0.041809358403438295,7.6977230738558555,0,28,9.902886892814406,0.3553467159849233,-1.5562925792026132
67,335,65.10984903770199,2,0.05565057122303549,5.613558241893379,1,8,9.37688414434317,0.9489558285815958,0.459663146637272
68,2081,28.72753218398854,5,0.009340191777603856,8.828364906780791,0,13,9.866860815621974,-1.0530162416722455,0.3246925746507233
69,130,74.34434683002587,5,0.05461621573413316,5.278121082956208,0,4,9.61605412616735,-0.5890175420471042,-0.46193814421672186
70,409,63.61223846483287,2,0.11578616911752614,5.176298283979673,0,26,10.270290693019959,-1.446520509533367,0.27456007915597286
71,233,34.93578407670862,2,0.017198210887207882,5.778770814409091,0,8,7.788207611555367,0.5936407579570753,-1.4643739762559527
72,118,25.27610585618012,2,0.021062017949991324,7.493153551424344,1,3,9.120133582175988,-1.487680722804161,-0.17910763758113754
73,591,65.77307142274171,2,0.06081816819768791,9.646904788284608,0,1,7.93224260066238,0.6995783100805817,-0.33598402454653814
74,9321,60.34286719238086,3,0.03399316606860527,0.7356335421576565,0,18,8.47214114029018,0.2898079659769475,-1.9640587666665654
75,74421,61.45035840204937,2,0.004276175331148785,0.5343460239101716,0,0,11.307066607201744,2.1588412866314024,0.0872840831819984
76,135,63.56351733429729,5,0.02215328796117812,9.375503374073386,0,20,9.091066976468994,1.6720447713421076,-1.5254560752082384
77,1021,28.70223258670452,4,0.08622785427552934,5.298756255182061,0,0,9.720958513033164,-1.1871417888671667,0.8758526894878218
78,1137,42.923286427213625,3,0.026636887475333337,6.149030145669361,0,11,10.674469318891267,1.82508063095762,0.33472692590828607
79,1022,30.793452976256486,2,0.02661916534479986,4.824236015947289,1,10,10.302267752500978,-0.5347041446150567,-0.6681905446106643
80,6145,68.15517129377967,4,0.05818852614566661,0.9365745260747449,0,0,10.051528644117436,-0.806840802401203,-1.0177597482373224
81,652,56.1649063413779,3,0.042906881097606896,7.680893784186665,0,13,8.88683314015408,-0.5078626571995011,-1.391769166294136
82,11569,41.54490124263246,4,0.025489889965012797,7.472246450885869,0,26,11.688496921405271,-0.288082700066656,-0.4759573366696438
83,208,28.177917514301182,2,0.0198926669554623,3.11703321492812,0,10,9.103360137532647,2.159143926078434,0.7725636212365774
84,1978,40.54911608578311,2,0.18217629057228912,3.062392452284004,0,28,9.26243891234014,-2.81518283201253,-0.3384884707063685
85,24338,41.25916610133736,5,0.07690540971596647,8.378413809055186,1,6,11.39984596389445,1.8522466003206879,-0.1720614062324594
86,90989,61.480308916903205,2,0.0473872254650825,0.7235725774132662,1,1,10.832394773992089,0.8294985786833535,-1.1052605331426932
87,130,56.87787356776066,2,0.049554352746414176,8.811051483565658,0,14,9.436269906543163,0.16780802168516282,-0.505075359840448
88,59960,69.36063712881634,3,0.030197910493999874,2.5666168989591442,0,7,9.804696714422327,-0.5988229450780425,-0.22579933047894354
89,17183,48.610746258097464,5,0.04253607095035651,5.929847477554939,1,21,9.341257037751703,-0.09259408706076165,0.1241109520792712
90,8,30.979712296915086,3,0.02774502195870826,9.359941790017777,0,19,8.46780501779282,0.8513025253546843,-0.17595227926951174
91,654,60.66223936114975,4,0.015828611388836632,6.781225015366465,0,24,9.202710343154157,0.9619846260211954,0.4487523745828013
92,16676,63.03925243084487,2,0.043750428325673545,4.144298124670366,0,14,10.953670001380134,-0.8314078940420421,0.6549515368622104
93,11703,53.063859878474815,4,0.025875686847913543,6.895342089054152,1,25,10.345029929218553,0.773489286037126,1.5284633835285841
94,2529,63.54835899772805,3,0.045399194204666225,3.439796363163702,0,7,9.832958078401195,-0.5881197131318063,0.2199086435299302
95,23025,49.689779818219534,2,0.05158549516961956,2.772584163491861,1,28,11.23731143017903,-0.1760992190175741,0.4208251491638091
96,322,51.1366414690997,2,0.047118939437695496,9.966832779346797,1,9,9.377691747152364,1.3125236323755598,-0.5226255680318592
97,8320,46.37705091792748,3,0.014679335286188276,7.507902311797877,0,18,11.060264525103268,0.7936201657022931,1.538692120363512
98,10360,26.27095633720476,3,0.023676553603206085,6.447199773818176,1,2,10.038745176983417,-1.6187427105128118,-0.470398604045888
99,14876,30.39457134966522,3,0.026279921245333134,3.5528964321931875,1,19,9.410799372229624,0.13494283575227828,0.6020441011012859
100,2756,26.57145928433671,3,0.0654100810571754,0.4916082915504816,0,13,9.35518331444208,0.419370414194398,-0.49288863015504747
101,1497617,56.82052056318902,3,0.06311599283727383,0.3105687603515561,0,8,10.80178736614029,0.14874839820022495,-0.14444459451182629
102,1166,40.717799053816336,2,0.01816375459119324,5.541812554487988,0,8,8.889989970225518,-2.5169904069209954,0.019971211609605417
103,369,50.42853455823514,3,0.010254088205889649,7.620327210390511,0,20,8.675197147610039,-1.354631472186297,-1.9535462254566156
104,18495,70.37832369630465,2,0.1434502887862184,5.3737919044385505,0,27,10.579067491289978,-1.773450390551909,0.19839342352165212
105,1303,37.464611457443745,2,0.04580857037628937,8.407850719391146,0,24,10.505496157115687,-0.6341337745901939,-0.08024007036315804
106,4906,45.519146151781484,3,0.00891547602063251,0.33426533093221633,0,5,9.461155071653582,0.1378792769991429,-0.6738623035238086
107,115094,62.77755692715243,3,0.02077403255364287,3.667520764259401,1,7,10.863843277149416,-0.5221531449744893,-1.0045986313709345
108,2281,36.43990827458112,5,0.06727153780624398,2.3707039117417805,0,10,10.44927880001139,-0.6209795866666683,-0.6406986539551202
109,509,28.84899549143965,2,0.12156046559430131,4.47272968157122,0,7,7.8533647420342545,-1.7410698150878352,-1.0626539727853328
110,19189,39.4875726456884,3,0.1087360302691327,0.7237639319412248,0,11,10.819351200319426,-1.2488058034921485,-0.5004204575293227
111,477,33.06106436270022,3,0.04443905771465318,9.541316415710725,0,9,8.978287342463245,-0.9555299512476344,-0.669473083358924
112,29124,71.48488261712865,3,0.033420564521271824,2.232554010693609,0,22,10.52549707356329,0.8816649592159128,-0.34840762646266993
113,95,65.40601897822086,5,0.013409857063505401,9.223077754835847,0,3,10.16095638402766,0.4311283224524776,0.7615097605080031
114,1092,56.67018782552117,5,0.03559507590982971,4.2589315503668175,0,15,9.608407049633717,0.7839509614552591,-0.9091114395115473
115,28589,68.57302950938589,4,0.015148063750211953,9.85524133255218,1,19,10.077611675750934,0.4619407803654408,-0.5834763534464553
116,2942,65.18360384495573,2,0.023867525430291425,5.540583834602107,1,5,8.301401388538649,0.8223047399482267,0.1166417228671816
117,3297,34.32850294430179,4,0.06077435289306556,9.308328641758074,0,29,9.991729023715598,-1.3659554702025398,-0.9803002938150277
118,136645,69.62794992449889,3,0.02763502463773753,0.05348988694222845,1,8,10.48533545228789,1.3361981754047243,0.7620694379999419
119,260,51.96711209578254,5,0.02617898094867077,7.482388061809001,1,22,8.751973283432546,1.0480452454380491,-0.9648841052534108
120,968,65.37200775820313,5,0.03205378644639235,9.030506531025154,0,4,8.838097747353043,-0.3738708233740942,0.13439920817352455
121,14266,69.80456499617466,4,0.15712086293330121,1.3972056697895407,1,20,9.567456636777502,0.9699806289251296,1.0619904629355836
122,372478,40.90017374859319,5,0.012076713903381484,0.9612585173215149,1,23,10.486712877518492,1.215825412140813,-0.9836070373894727
123,9090,30.502596226383837,3,0.04111706101136396,4.245726071859556,0,5,9.480712475827353,-0.05298569020612347,-0.7996592545864684
124,971,36.39675812709709,5,0.10247977038186683,9.336789061329352,0,16,10.761134229131992,0.5372155980424375,-0.45089425649882703
125,9159,46.355389431312815,4,0.03198048998867798,5.423865601904387,0,16,10.721368528795672,-0.5191453120919621,0.019175603704573406
126,6997,65.90073829612466,3,0.07595761050795355,5.274564637217321,0,24,10.60210604795691,1.3199392358272424,-0.13024360413792802
127,10013,68.03652916281717,4,0.009555863343554188,1.4112611829932187,1,23,9.192922277867131,-0.452111778513465,-0.017137865764424134
128,11440,25.347606526559535,5,0.02836227157067418,0.007895110932187865,0,21,10.522377382927008,0.3138325377296287,0.5062090370874892
129,220948,50.537365128878285,4,0.016649689009787392,8.101400907454613,1,12,10.843916552556301,-0.04303182873726845,-0.18724723337403995
130,2488,45.87055015743895,4,0.0317198912622163,0.8757456298623822,1,16,9.291914684495785,-0.582527246018331,-1.4654861843627998
131,18129,36.105390523536514,2,0.03223981893626346,6.33849818735324,1,13,10.698315400063544,-1.7047092059549422,1.273488327260051
132,1227,30.99326836668414,5,0.03485403023793996,9.146164545151915,1,1,10.518446610270045,0.8861701149532097,0.4313739027573941
133,1866,41.8807585701814,5,0.060389046177367005,2.08651913158431,0,25,10.091644088827145,-0.035449546773528295,-1.273811326112471
134,21676,72.14548519562595,4,0.0024670548685841454,6.652728362369108,0,18,11.529378422765326,1.8317279951857943,-0.18431096807266756
135,367,41.160146601037766,2,0.019994166705937393,0.7869857670750946,1,25,7.842791240863969,1.2167204477003781,0.7853622727417177
136,1523,50.939531087168305,5,0.03909167191003397,6.03755143837613,0,27,10.037300868249362,1.2024203174624664,-0.9084634120517325
137,718,60.15094794475889,3,0.004565670192251449,1.6393172095320274,0,2,8.716485937699243,0.7334007448731856,0.9244269153037606
138,8254,43.1814801189647,4,0.05203105178757603,7.35953560515178,1,1,10.31124202226856,0.7542395850113094,-0.9683894235085845
139,10568,73.58910413604804,5,0.01967187695833192,3.012312947939082,1,27,9.43942568168829,0.15643086780447168,0.42973952159049206
140,7723,73.12236474710556,3,0.02879230143028943,4.633910088046463,0,1,10.25496880456389,0.8245156849543731,-2.5615811939866857
141,508,37.58911479126821,5,0.06227453967961805,5.994305420276217,1,21,7.748036851956256,-0.4479139956091586,0.943226790263205
142,2267,49.86242529461927,3,0.07827473948133475,1.7127341066623958,1,6,9.735303411290964,-2.441944493087042,-1.8866624835552246
143,193,40.04391549083849,4,0.05314411403784584,7.416378186176209,0,3,9.641760067647189,0.7077258209120024,1.19116842595064
144,2939,39.24202471887338,5,0.01174236689749291,3.0264034063681455,0,16,8.91239725610063,0.730139608948329,-1.1657429157321635
145,963,26.84434736772664,5,0.05130769267475105,6.623718599127535,1,5,9.987160263139907,-1.3215889394307856,1.8835358576589745
146,3135,55.47821669899484,2,0.053738961855946975,1.5828305069937365,0,6,8.928508396875952,0.513722515990043,0.10291520521882007
147,714,50.13395116144308,4,0.0465891626737076,6.881176592063502,0,19,8.305721347169095,0.4982405656382608,1.0168099410182891
148,1387,27.573937562499466,3,0.08682234359043443,1.2818807281046174,0,5,9.10387918165618,1.0790498361099834,-0.18640438998978273
149,10903,38.93232321183057,5,0.03554491156080481,4.253564962699836,1,8,10.45292323990578,-0.10568916667044681,-1.5220381197441546
150,26439,70.41329429833269,5,0.08462385598470686,2.472060737388768,0,19,8.66685843480206,-1.5220225910234049,-0.9350176867916767
151,21,36.978094533348624,3,0.08428367508278141,7.483752494281825,0,27,9.932528679857672,-0.483981967639725,0.4660318334018379
152,462,32.24474360456115,4,0.05479528660343923,2.6203500450687454,0,29,9.485824797617356,-0.4875904903146404,2.900361832625504
153,595,49.472638013878154,2,0.0415922287931386,8.817173063953962,1,25,9.817775034559487,-0.11726615760078947,1.4422245779605636
154,7445,74.28252270553003,2,0.04677999806861676,8.918202114066128,0,3,10.26479167024646,0.12211688423662949,0.08814195861744802
155,5304,37.10276357557502,5,0.09931049056940744,1.9644131522278585,0,25,9.637546435808668,-0.23730804804255531,0.9446919401066055
156,1405,58.606777370293926,3,0.06936110171334477,6.138459450077242,1,27,9.891376197012152,0.396065471107366,0.2172441155899823
157,2025,63.08098076643588,5,0.013149451407697701,0.8771764171996432,0,4,10.427702357753088,-1.0981720214154964,-0.23203519081024593
158,1890,36.881877199619986,3,0.04469955882135942,3.915370996016292,1,18,10.689971084895168,0.359840829600505,0.05777703816942623
159,14246,61.41081743059298,2,0.015887972555722493,7.133217295012723,1,9,10.205806898081722,-0.7589449533046247,-0.5686200879573721
160,1932,43.389156635962664,4,0.019172172988182554,6.594232468499163,1,17,9.901945511204364,-0.2014370790802878,0.07009808550509432
161,6,56.61529152967897,3,0.024652847032485874,6.24700669406608,0,14,8.54385389368103,-1.828859235642104,0.3591405512562565
162,859087,56.67648553804473,2,0.008619243681509165,2.8254086366244358,1,24,10.512733891513514,0.9437030812228411,-0.06711363541750447
163,28643,51.788734203737924,5,0.014959454856774737,3.7802494943440204,1,28,8.861026355816746,-0.3061215601833045,-0.47852287752972966
164,2676,29.514488502720415,3,0.08996137543336426,1.0294614470028618,1,0,8.594130911473814,0.33880048984879235,-0.5327726205471932
165,103,66.7651247794619,4,0.019069753768252366,7.19022820433601,0,4,8.535058287334863,-0.8211703453042984,-0.27908719287115336
166,21258,41.039003248586795,5,0.06062319652556185,5.038887967912736,1,4,11.040281478046575,-0.5597827898544665,0.10792592753853392
167,2125,34.32592551999271,5,0.03796997585168655,7.087656323456546,0,7,10.405027921435618,-0.9660535408728481,-0.49023164947646747
168,16632,27.038757077738197,2,0.049755962632716484,2.4894352479687276,0,21,10.616219254215654,0.15880431578801094,0.5223481009609547
169,13662,54.544647159412094,3,0.05125380236499199,3.244382286350662,0,21,10.4050586190735,0.5752589049232347,-1.636851397027805
170,19841,58.87821809211412,5,0.014353474038487237,3.3421533726011465,1,21,10.052422349139047,-1.0011776883876438,0.20558082869159974
171,11815,25.82939144639281,4,0.06037919795059032,0.257424097472162,0,19,10.225571123102103,0.1399207478048723,0.9694787468038774
172,2552,50.60465291496405,3,0.010562838765037108,3.410478728306235,0,14,9.973042256728373,-0.24488953135583852,1.766103677944303
173,829,36.3247887598969,4,0.018385274126992823,8.033045735180336,1,16,8.971324995749123,0.19412122429435327,-0.0787368558672467
174,842,57.25863952047249,5,0.05073268888638697,8.972984957497385,0,18,9.309425864617284,-0.8984487303961283,0.6461718603268568
175,1430,33.718321450249576,4,0.013485153330260768,5.182183156359274,1,28,9.378970857356897,0.46502070057286343,0.20523936752165606
176,4389,59.546886905123294,2,0.0040002386838510744,4.555016952192203,0,12,8.409108883054508,-0.2788463230506786,1.0147462094859059
177,7812,44.33676731502687,4,0.04320082000344837,0.30824618699370254,0,25,9.559820458014837,-0.13842101755761121,-0.24606996791074298
178,1189,71.83649943683673,3,0.007055880258732935,8.792043375853826,1,27,8.33449414526696,2.3405288485761377,0.48990211628702773
179,22503,31.876047207299663,4,0.054123355667267004,0.1301021342587272,1,26,10.863767211559065,-1.7619562181178394,-2.1722911685499446
180,1762,42.05331755251292,4,0.026126950976582224,9.447500802102118,0,21,10.528616992873813,0.5402499803597531,0.9829511017288318
181,55962,30.673676062029454,2,0.04275450283978665,4.892162486880906,1,20,11.04673900201828,0.4352451339239456,0.12014293469334705
182,15637,71.23468091392814,4,0.04218094098553303,3.419344935747266,0,9,9.540506753932442,0.6305405933367016,-0.7022662965229312
183,6523,68.86696766904905,4,0.05694042131574427,9.242184348426601,0,16,10.125169639304033,0.5857025425539543,0.2685983449231724
184,8231,37.89708138575778,5,0.05177982019750073,0.24390993110096737,0,4,10.527624879142618,0.19327013824720346,1.4061238513105412
185,1734,57.999202301708955,5,0.013370677556164308,5.814248948690871,0,17,10.12815946324042,0.4083852025366237,-0.9652920722448233
186,4368,65.8611100100608,3,0.027420027759963633,5.489325244993376,0,16,9.117238077249151,2.6857816009106563,-0.9018858907504247
187,1768,52.760040579973115,5,0.042717995604776175,2.1932040121138208,0,3,10.64233756104029,-0.17231807890120676,-1.6363392466508524
188,230047,51.48252891780032,5,0.08563245718502797,4.288874313502106,0,21,11.264043197309475,-0.18268352717225522,-0.900512243439323
189,255,37.092614545022585,5,0.05211303953639963,6.522640059437702,0,6,7.745829007289111,-1.0670109825691436,-0.9612735192853153
190,431,29.65513839029496,5,0.08076664229410793,7.271311968819275,0,24,8.968746452078324,-0.8249565978061859,-0.20399285993400268
191,316509,69.86078789766634,2,0.0443513656269856,0.007168587065797816,0,4,10.679249042656984,0.22359169273121765,0.04128242669189361
192,887,70.02090285816652,5,0.07018231125158937,9.368534300910152,1,7,9.876670389788291,0.3689803792465684,-1.409666553806904
193,445407,56.65507286366339,2,0.04019370982713849,1.645253723928124,1,7,9.98117730349667,-0.11269434440851006,0.3113407397536639
194,4165,41.951489552435035,2,0.06825374043003873,2.335804342223592,0,10,8.174325645252773,0.6524438938194108,0.24717507962291857
195,3135,42.46047873063304,5,0.025058236517948744,2.6347344569384825,1,8,9.907833211085238,-0.4008521701447934,0.22469783470978344
196,185328,61.297783943511966,4,0.09218818791971149,0.3782013655203531,1,18,9.18990050105852,2.4852601790064406,-0.8793861430277521
197,2308,69.85551299762886,2,0.04797719391664645,1.2305212359032491,0,18,9.932707430606388,0.1526854048040042,1.9200717770703817
198,120,69.35432121325587,4,0.008685021945165709,9.86349922944162,0,8,8.435789086979472,0.6738859462591464,0.6293583380269127
199,15657,63.99377729288119,4,0.04375561695397079,3.1521673737728606,1,22,9.271047267260531,0.16153122076651974,-1.3427492815571171
200,3372,57.10158230771439,5,0.05223270646908981,1.1530109033904934,0,19,9.355335917666375,-0.6022692200695309,-1.5966335532659373
201,2222,29.20699824975244,3,0.06181217068450802,1.0699126117462332,1,16,10.416052733984385,-0.5071628142439314,-0.8108143757252008
202,6983,33.08143570473069,5,0.11352941190601554,7.194599676699719,1,15,10.251677204035461,-1.14674686529578,0.08778590023764903
203,824299,69.92770942635397,3,0.021905984338903447,8.545686640326409,1,6,10.551598419104087,-1.7223808999627128,1.4432272075561883
204,237401,55.321452982979494,3,0.11402283252261378,2.5695229950846987,1,25,10.563989095575481,0.94980340076338,-0.6786526864849627
205,3813,25.459852580831484,5,0.033428846252362684,0.2090951233523497,0,21,9.759611850666287,-0.6092444552655153,-1.550860111942631
206,1926,30.073577143301605,5,0.017602834758414686,2.2309001844535583,0,2,9.488192663604128,-0.06423745461143665,0.28688744454618376
207,81279,58.17508845540279,3,0.02230735300621118,0.5651569079675733,1,29,9.868050571056303,1.5327577780189803,-0.4716358269178757
208,994,25.253079192310935,5,0.05008141431695071,1.0339493663004151,0,20,8.392222891514253,1.1689335590629861,0.10761353914311589
209,1213,33.04040257087493,3,0.01538634865692077,4.315081198476424,1,18,10.168813808238271,0.14993829961899052,-0.16552180568349656
210,297615,52.436689468329305,4,0.025407297323141363,2.299183708616326,1,7,10.122290877014425,-0.21067395893019972,-0.2721632547102266
211,47581,59.59475988463466,5,0.042976779563306845,5.159458785254234,1,4,11.42494633049673,-0.1534042906882323,1.0239840572000143
212,10661,57.59806297513003,4,0.09171826605114002,2.5349375325719037,0,25,11.191000268488361,2.202499692377373,0.5875778622774358
213,86,36.21346547302799,2,0.060602069041835696,9.405373011029477,0,25,10.87339656337118,0.1723907654448118,0.21326477235009964
214,1426,60.6089610673768,4,0.034469548032616794,9.059439679262645,0,5,10.41817611116538,2.9919068827284363,-2.1553423989981355
215,994,36.862454374840006,4,0.04992099490162448,5.66806105010466,0,1,11.211313610377376,-1.300626259144963,-0.2545376632434916
216,10519,41.26998490796339,3,0.0399605444027061,3.5442399198738617,1,23,10.235864389724824,0.04695093034207254,0.8625959580977819
217,30003,62.32457025590121,4,0.011571549214590778,3.811468820347356,1,24,10.030070146526207,1.1657676213080912,-0.9755677986760999
218,5631,57.48164495236073,5,0.10230818675508198,4.118522831444969,1,18,10.640800506918806,1.0800990585821748,-0.2302643950873201
219,2581,67.4611705247089,3,0.09267775446398982,7.27579322134944,0,12,10.859191685385174,0.6315946599062197,-0.05591120884481639
220,4368,57.88064461501717,2,0.031460238335472485,4.516389955188379,0,5,10.84017419758104,-0.6103127782024014,0.22454012312986935
