lnaadt,ADT,lnseglen,rtshd,lane,speed,lftshd,Crashes
8.319,4101.0569,-2.112,8,12,55,8,1
8.319,4101.0569,0.672,8,12,55,8,2
8.319,4101.0569,-0.158,8,12,55,8,2
8.319,4101.0569,-1.952,8,12,55,8,0
8.319,4101.0569,-1.056,8,12,55,8,2
8.319,4101.0569,-2.645,8,12,55,8,1
8.319,4101.0569,0.403,8,12,55,8,2
8.319,4101.0569,0.617,8,12,55,8,7
8.319,4101.0569,-1.302,8,12,55,8,1
8.319,4101.0569,0.713,8,12,55,8,2
8.319,4101.0569,-0.846,8,12,55,8,4
8.319,4101.0569,-2.235,8,12,55,8,0
9.306,11003.8446,-0.115,8,10,55,8,1
9.306,11003.8446,-1.814,8,10,55,8,0
9.138,9302.142231,-2.408,10,10,55,10,3
9.138,9302.142231,-1.966,10,10,55,10,2
9.138,9302.142231,-1.561,10,10,55,10,1
9.138,9302.142231,-2.996,10,10,55,10,1
9.138,9302.142231,-2.207,10,10,55,10,1
9.138,9302.142231,-1.772,10,10,55,10,2
9.138,9302.142231,-1.897,10,10,55,10,0
9.138,9302.142231,-2.551,10,10,55,10,1
9.138,9302.142231,-3.219,10,10,55,10,1
9.138,9302.142231,-2.207,10,10,55,10,0
9.138,9302.142231,-2.01,10,10,55,10,1
9.138,9302.142231,-2.526,10,10,55,10,0
9.138,9302.142231,-4.017,10,10,55,10,1
9.159,9499.552773,-3.194,10,10,55,10,0
9.159,9499.552773,-1.82,10,10,55,10,1
9.306,11003.8446,-4.423,0,10,50,0,0
9.306,11003.8446,-1.772,10,10,50,10,0
9.306,11003.8446,-1.79,10,10,55,10,1
9.21,9996.596859,-3.442,10,10,55,10,1
9.21,9996.596859,-2.244,10,10,55,10,1
9.21,9996.596859,-2.04,10,10,55,10,1
9.21,9996.596859,-2.645,10,10,55,10,1
9.21,9996.596859,-1.221,10,10,55,10,2
9.21,9996.596859,-1.474,10,10,55,10,1
9.21,9996.596859,-1.871,10,10,55,10,2
9.21,9996.596859,-2.235,10,10,55,10,0
9.306,11003.8446,-1.839,10,10,55,10,5
9.306,11003.8446,-1.772,10,10,55,10,2
9.306,11003.8446,-1.772,10,10,55,10,2
9.306,11003.8446,-0.994,10,10,55,10,2
9.306,11003.8446,-1.897,10,10,55,10,3
9.306,11003.8446,-2.303,10,10,55,10,0
9.306,11003.8446,-2.04,10,10,55,10,0
9.306,11003.8446,-2.408,10,10,55,10,2
9.306,11003.8446,-2.303,10,10,55,10,0
9.306,11003.8446,-1.661,10,10,55,10,2
9.306,11003.8446,-1.897,10,10,55,10,1
9.306,11003.8446,-1.347,10,10,55,10,3
9.306,11003.8446,-2.408,10,10,55,10,1
9.306,11003.8446,-2.04,10,10,55,10,0
9.306,11003.8446,-0.528,10,10,55,10,1
9.306,11003.8446,-1.347,10,10,50,10,1
9.306,11003.8446,-3.507,10,10,50,10,0
9.306,11003.8446,-2.129,10,10,55,10,2
9.306,11003.8446,-1.766,10,10,55,10,2
9.306,11003.8446,-0.261,10,10,55,10,5
9.306,11003.8446,-2.283,10,10,55,10,2
9.306,11003.8446,-1.171,10,10,55,10,2
9.306,11003.8446,-1.047,10,10,55,10,1
9.306,11003.8446,-1.519,10,10,55,10,1
9.306,11003.8446,-1.966,10,10,55,10,0
9.306,11003.8446,-1.715,10,10,55,10,1
9.306,11003.8446,-2.096,10,10,55,10,1
9.306,11003.8446,-2.604,10,10,55,10,1
9.306,11003.8446,-2.419,10,10,55,10,2
9.306,11003.8446,-3.73,10,10,55,10,2
9.306,11003.8446,-2.976,10,10,55,10,3
9.306,11003.8446,-1.864,10,10,55,10,1
9.306,11003.8446,-1.966,10,10,55,10,2
9.036,8400.109328,-3.411,10,10,45,10,0
9.036,8400.109328,-1.726,0,10,35,0,1
9.036,8400.109328,-2.813,0,10,35,0,0
9.036,8400.109328,-2.354,0,10,45,0,0
8.748,6298.079345,-0.997,10,10,55,10,4
8.748,6298.079345,-4.828,10,10,55,10,0
8.748,6298.079345,-1.655,10,10,55,10,1
8.949,7700.187822,-0.983,10,10,55,10,1
8.949,7700.187822,-2.235,10,10,55,10,0
8.949,7700.187822,-2.564,10,10,55,10,3
8.949,7700.187822,-0.512,10,10,55,10,1
8.949,7700.187822,-0.683,10,10,55,10,3
8.949,7700.187822,-2.104,10,10,55,10,0
8.949,7700.187822,-4.017,10,10,55,10,3
8.949,7700.187822,-2.386,10,10,55,10,1
8.949,7700.187822,-0.699,10,10,55,10,4
8.936,7600.733236,-2.303,10,12,55,10,1
8.936,7600.733236,0.069,10,12,55,10,2
8.936,7600.733236,-1.514,10,12,50,10,2
8.936,7600.733236,-4.711,10,12,50,0,1
9.306,11003.8446,-1.207,0,12,40,0,0
9.306,11003.8446,-1.427,0,12,30,0,3
9.306,11003.8446,-0.997,0,12,40,0,2
9.306,11003.8446,-3.65,0,12,50,0,0
9.21,9996.596859,-1.58,0,12,50,0,2
9.21,9996.596859,-1.386,10,12,55,10,2
9.21,9996.596859,-1.561,10,12,55,10,1
9.21,9996.596859,-2.408,10,12,55,10,0
9.21,9996.596859,-2.207,10,12,55,10,0
9.21,9996.596859,-0.968,10,12,55,10,2
9.21,9996.596859,-1.561,10,12,55,10,0
9.21,9996.596859,-0.248,10,12,55,10,4
9.21,9996.596859,-2.813,10,12,55,10,1
9.21,9996.596859,-0.128,10,12,55,10,2
9.21,9996.596859,-2.526,10,12,55,10,0
9.21,9996.596859,-2.526,10,12,55,10,0
9.21,9996.596859,0.476,10,12,55,10,3
9.21,9996.596859,-2.408,10,12,55,10,1
9.21,9996.596859,-1.47,10,12,55,10,0
9.21,9996.596859,-2.526,10,12,50,10,0
9.21,9996.596859,-2.303,10,12,50,10,0
9.21,9996.596859,-1.871,10,12,50,10,3
8.84,6904.99264,-0.351,10,12,55,10,0
8.839,6898.091099,-0.821,10,12,55,10,6
8.839,6898.091099,-0.635,10,12,55,10,1
8.839,6898.091099,-1.05,10,12,55,10,2
8.839,6898.091099,-1.171,10,12,55,10,2
8.839,6898.091099,-0.892,10,12,55,10,1
8.839,6898.091099,-2.207,10,12,55,10,4
8.839,6898.091099,-1.022,10,12,55,10,2
8.839,6898.091099,-0.201,10,12,55,10,2
8.168,3526.284338,-2.112,10,12,55,10,0
8.161,3501.68654,-0.161,10,12,55,10,2
8.161,3501.68654,-1.89,10,12,55,10,1
8.161,3501.68654,-0.106,10,12,55,10,1
8.161,3501.68654,-0.228,10,12,55,10,2
8.161,3501.68654,-1.191,10,12,55,10,1
8.161,3501.68654,-0.184,10,12,55,10,2
8.666,5802.243894,-2.996,8,11,55,8,1
8.666,5802.243894,-0.051,8,11,55,8,4
8.666,5802.243894,-0.01,8,11,55,8,4
8.666,5802.243894,0.01,8,11,55,8,0
8.666,5802.243894,0,8,11,55,8,4
8.706,6039.037959,-3.27,8,11,55,8,0
8.896,7302.704223,-2.703,10,11,30,10,0
8.896,7302.704223,-2.996,10,11,30,0,1
8.896,7302.704223,-2.659,0,11,30,0,0
8.896,7302.704223,-2.513,0,11,30,0,1
8.896,7302.704223,-4.017,0,11,40,10,0
8.517,4999.034136,-1.328,10,11,55,10,2
8.517,4999.034136,-0.047,10,11,55,10,3
8.517,4999.034136,0.783,10,11,55,10,15
8.517,4999.034136,-1.897,10,11,55,10,1
8.518,5004.035671,0.15,10,11,55,10,7
8.613,5502.732137,0.4,10,11,55,10,13
8.613,5502.732137,-3.65,10,11,55,10,2
8.613,5502.732137,-2.847,10,11,55,10,0
8.613,5502.732137,-3.27,10,11,55,10,0
8.434,4600.866802,-3.442,9,11,55,11,1
8.434,4600.866802,-1.833,9,11,55,11,2
8.434,4600.866802,-2.83,9,11,55,11,1
8.434,4600.866802,-2.489,9,11,55,11,0
8.434,4600.866802,-2.617,9,11,40,11,0
9.182,9720.574494,-1.871,9,11,40,12,1
8.537,5100.021325,-4.075,9,11,40,12,0
8.909,7398.259139,-2.996,0,10,30,0,0
8.909,7398.259139,-4.605,0,10,30,0,0
8.909,7398.259139,-1.427,0,10,30,0,0
8.909,7398.259139,-2.526,8,10,30,8,0
8.909,7398.259139,-3.912,8,10,30,8,0
8.909,7398.259139,-3.219,8,10,30,8,0
8.909,7398.259139,-2.526,8,10,30,8,0
8.909,7398.259139,-0.968,8,10,40,8,0
8.854,7002.342396,-2.813,8,10,55,8,1
8.854,7002.342396,-0.387,8,10,55,8,2
8.854,7002.342396,-2.442,8,10,55,8,1
8.854,7002.342396,-2.064,8,10,55,8,2
8.854,7002.342396,-1.309,8,10,55,8,4
8.854,7002.342396,-1.766,8,10,55,8,2
8.854,7002.342396,-1.698,8,10,55,8,1
8.854,7002.342396,-0.228,8,10,55,8,3
8.854,7002.342396,-0.171,8,10,55,8,4
8.854,7002.342396,-1.973,8,10,55,8,1
8.854,7002.342396,-1.833,8,10,55,8,0
7.09,1199.907801,-1.845,8,10,55,8,1
7.09,1199.907801,-1.845,8,10,55,8,1
7.09,1199.907801,-1.57,8,10,55,8,1
7.09,1199.907801,-1.022,8,10,55,8,2
7.09,1199.907801,-2.04,8,10,55,8,1
7.09,1199.907801,-0.863,8,10,55,8,1
7.09,1199.907801,-1.704,8,10,55,8,1
7.09,1199.907801,-1.966,8,10,55,8,2
7.09,1199.907801,-1.715,8,10,55,8,1
7.09,1199.907801,-2.033,8,10,55,8,3
7.09,1199.907801,-2.207,8,10,55,8,1
7.09,1199.907801,-4.2,8,10,55,8,1
7.09,1199.907801,-3.27,8,10,55,8,1
7.09,1199.907801,-1.72,8,10,55,8,2
7.09,1199.907801,-3.442,8,10,55,8,2
7.09,1199.907801,-2.04,8,10,55,8,0
7.09,1199.907801,-1.546,8,10,55,8,0
7.09,1199.907801,-0.877,8,10,55,8,5
7.09,1199.907801,-1.784,8,10,55,8,1
7.09,1199.907801,-2.343,8,10,55,8,1
7.09,1199.907801,-0.061,8,10,55,8,7
7.09,1199.907801,-1.575,8,10,55,8,1
7.09,1199.907801,-1.682,8,10,55,8,2
7.09,1199.907801,-0.506,8,10,55,8,1
7.09,1199.907801,-1.796,8,10,55,8,1
7.09,1199.907801,-1.852,8,10,55,8,1
8.81,6700.919267,-2.813,10,10,55,10,1
8.81,6700.919267,-0.145,10,10,55,10,4
8.81,6700.919267,-3.037,10,10,55,10,1
8.81,6700.919267,-2.465,10,10,55,10,1
8.81,6700.919267,-2.797,10,10,55,10,1
8.81,6700.919267,-1.884,10,10,55,10,1
8.81,6700.919267,-1.309,10,10,55,10,2
8.81,6700.919267,-1.871,10,10,55,10,2
8.81,6700.919267,-1.858,10,10,55,10,1
8.81,6700.919267,-1.565,10,10,55,10,2
8.81,6700.919267,-0.358,10,10,55,10,1
8.81,6700.919267,-0.395,10,10,55,10,1
8.81,6700.919267,-1.64,10,10,55,10,4
8.81,6700.919267,-2.216,10,10,55,10,0
8.81,6700.919267,-0.445,10,10,55,10,4
8.81,6700.919267,-2.397,10,10,55,10,1
8.81,6700.919267,-2.551,10,10,40,10,0
9.148,9395.630314,-2.919,0,10,40,10,0
9.148,9395.630314,-2.354,10,10,40,10,0
9.024,8299.910412,-1.666,10,10,55,10,0
9.024,8299.910412,-1.76,10,10,55,10,1
9.024,8299.910412,-1.487,10,10,55,10,3
9.024,8299.910412,-1.528,10,10,55,10,1
9.024,8299.910412,-0.801,10,10,55,10,2
9.024,8299.910412,-1.027,10,10,55,10,6
9.024,8299.910412,-0.213,10,10,55,10,3
9.024,8299.910412,-1.76,10,10,55,10,1
9.024,8299.910412,0.739,10,10,55,10,8
9.024,8299.910412,-0.973,10,10,55,10,1
9.024,8299.910412,-1.478,10,10,55,10,2
9.024,8299.910412,-2.303,10,10,55,10,1
8.216,3699.674049,-1.59,10,10,55,10,3
8.216,3699.674049,-2.18,10,10,55,10,1
8.216,3699.674049,-1.72,10,10,55,10,1
8.216,3699.674049,0.834,10,10,55,10,10
8.216,3699.674049,-0.687,10,10,55,10,4
8.216,3699.674049,-1.609,10,10,55,10,1
8.216,3699.674049,-1.097,10,10,55,10,1
8.216,3699.674049,-1.269,10,10,55,10,1
8.216,3699.674049,-1.427,10,10,55,10,1
8.216,3699.674049,0.739,10,10,55,10,7
8.216,3699.674049,0.064,10,10,55,10,3
8.216,3699.674049,-1.604,10,10,55,10,1
8.216,3699.674049,-1.28,10,10,55,10,2
8.389,4398.417077,-2.9,8,12,55,8,0
8.389,4398.417077,-1.709,8,12,55,8,0
8.389,4398.417077,-0.274,8,12,55,8,2
8.389,4398.417077,-2.056,8,12,55,8,1
8.389,4398.417077,-2.244,8,12,55,8,1
8.389,4398.417077,-1.221,8,12,55,8,3
8.389,4398.417077,-1.715,8,12,55,6,1
8.389,4398.417077,-2.303,8,12,55,6,3
8.389,4398.417077,-2.659,8,12,55,6,1
8.389,4398.417077,-3.507,8,12,55,6,1
8.389,4398.417077,-2.04,8,12,55,6,0
8.389,4398.417077,-1.715,8,12,55,6,1
8.389,4398.417077,-2.04,8,12,55,6,2
8.389,4398.417077,-2.04,8,12,55,6,4
8.389,4398.417077,-2.207,8,12,55,6,1
8.389,4398.417077,1.102,8,12,55,6,20
8.389,4398.417077,-0.764,8,12,55,6,1
8.389,4398.417077,-1.347,8,12,55,8,2
8.389,4398.417077,0.328,8,12,55,8,3
8.389,4398.417077,-2.12,8,12,55,8,4
8.389,4398.417077,0.17,8,12,55,8,6
8.389,4398.417077,-1.546,8,12,55,8,4
8.389,4398.417077,-1.64,8,12,55,8,2
8.389,4398.417077,-2.002,8,12,55,8,1
7.741,2300.772005,-3.297,8,12,55,8,2
7.741,2300.772005,-2.112,8,12,55,8,1
7.741,2300.772005,-0.47,8,12,55,8,0
7.741,2300.772005,0.51,8,12,55,8,3
7.741,2300.772005,-2.263,8,12,55,8,1
7.741,2300.772005,-2.172,8,12,55,8,1
7.741,2300.772005,-2.079,8,12,55,8,2
7.741,2300.772005,0.854,8,12,55,8,7
7.741,2300.772005,-2.865,8,12,55,8,1
7.741,2300.772005,-2.501,8,12,55,8,2
7.741,2300.772005,-2.096,8,12,55,8,2
7.741,2300.772005,-1.363,8,12,55,8,3
7.741,2300.772005,-3.381,8,12,55,8,1
7.741,2300.772005,-0.322,8,12,55,8,5
7.741,2300.772005,0.099,8,12,55,8,2
7.741,2300.772005,-2.631,8,12,55,8,1
7.741,2300.772005,-1.884,8,12,55,8,1
7.741,2300.772005,-3.442,8,12,55,8,2
7.741,2300.772005,-2.04,8,12,55,8,1
7.741,2300.772005,-1.28,8,12,55,8,6
7.741,2300.772005,-0.658,8,12,55,8,3
7.741,2300.772005,-2.465,8,12,55,8,1
7.741,2300.772005,0.022,8,12,55,8,2
7.741,2300.772005,-2.631,8,12,55,8,1
7.741,2300.772005,-2.645,8,12,55,8,1
7.741,2300.772005,-1.194,8,12,55,8,2
7.741,2300.772005,-0.245,8,12,55,8,4
8.537,5100.021325,-0.094,12,11,55,10,3
8.537,5100.021325,-0.868,12,11,55,10,2
8.537,5100.021325,-1.609,12,11,55,10,1
8.537,5100.021325,-1.171,12,11,55,10,1
8.537,5100.021325,-1.715,12,11,55,10,2
8.537,5100.021325,-1.238,12,11,55,10,1
8.537,5100.021325,-2.813,12,11,55,10,2
8.537,5100.021325,-2.813,10,11,55,10,1
9.083,8804.339465,-1.386,10,11,55,10,1
9.083,8804.339465,-1.514,10,11,55,10,1
8.962,7800.943758,-4.605,0,11,45,10,0
8.962,7800.943758,-4.605,10,11,35,10,1
8.962,7800.943758,-3.912,10,11,35,0,0
8.962,7800.943758,-0.431,0,11,35,0,0
8.7,6002.912217,-3.507,0,11,35,8,0
8.269,3901.045995,-1.833,10,11,55,8,0
7.824,2499.884976,-0.994,10,11,45,10,0
7.824,2499.884976,0.457,8,11,45,10,9
7.824,2499.884976,-0.357,8,11,45,10,1
7.824,2499.884976,0.174,8,11,45,10,2
7.824,2499.884976,1.303,10,11,45,10,23
7.65,2100.645589,-0.09,10,12,55,10,3
7.65,2100.645589,-2.749,10,12,55,10,1
7.65,2100.645589,-2.12,10,12,55,10,2
7.65,2100.645589,-1.382,10,12,55,10,2
7.65,2100.645589,-1.826,10,12,55,10,1
7.65,2100.645589,-1.966,10,12,55,10,2
7.65,2100.645589,-2.293,10,12,55,10,2
7.65,2100.645589,-0.612,10,12,55,10,4
7.65,2100.645589,-1.112,10,12,55,10,1
7.65,2100.645589,-1.355,10,12,55,10,1
7.65,2100.645589,-1.561,10,12,55,10,1
7.65,2100.645589,-0.236,10,12,55,10,8
7.65,2100.645589,-0.4,10,12,55,10,2
7.65,2100.645589,-0.347,10,12,55,10,1
8.15,3463.379065,-3.612,10,12,55,10,0
8.81,6700.919267,-1.677,10,12,45,10,1
8.81,6700.919267,-2.408,10,12,35,10,1
8.81,6700.919267,-1.833,0,12,35,10,0
8.81,6700.919267,-3.219,0,12,35,10,0
8.81,6700.919267,-2.323,0,12,35,10,0
8.81,6700.919267,-2.937,0,12,35,10,0
8.81,6700.919267,-1.833,10,12,35,10,2
8.81,6700.919267,-1.217,10,12,55,10,1
7.783,2399.462421,-2.087,10,12,55,10,1
7.783,2399.462421,-2.087,10,12,55,10,1
7.783,2399.462421,-1.187,10,12,55,10,3
7.783,2399.462421,-1.44,10,12,55,10,1
7.783,2399.462421,-1.784,10,12,55,10,1
7.783,2399.462421,-2.674,10,12,55,10,1
7.783,2399.462421,-2.617,10,12,55,10,2
7.783,2399.462421,-2.937,10,12,55,10,1
7.783,2399.462421,-1.858,10,12,55,10,1
7.783,2399.462421,-2.273,10,12,55,10,2
7.783,2399.462421,-2.419,10,12,55,10,1
7.783,2399.462421,-0.914,10,12,55,10,1
7.783,2399.462421,-1.72,10,12,55,10,1
7.783,2399.462421,-1.556,10,12,50,10,0
7.783,2399.462421,-1.661,10,12,50,10,2
7.783,2399.462421,-1.604,10,12,50,10,0
7.783,2399.462421,-1.088,10,12,50,10,1
7.783,2399.462421,-1.877,10,12,50,10,1
7.783,2399.462421,-1.931,10,12,50,10,1
7.783,2399.462421,-0.875,10,12,50,10,1
7.783,2399.462421,-1.339,10,12,55,10,1
7.783,2399.462421,-1.715,10,12,55,10,1
7.783,2399.462421,-0.58,10,12,55,10,2
7.783,2399.462421,-4.711,10,12,50,10,1
7.783,2399.462421,-1.796,10,12,50,10,1
7.783,2399.462421,-2.847,10,12,50,10,2
7.783,2399.462421,-2.442,10,12,50,10,2
7.783,2399.462421,-2.235,10,12,50,10,2
7.783,2399.462421,-0.583,10,12,50,10,1
7.783,2399.462421,-2.688,10,12,50,10,0
7.783,2399.462421,-2.765,10,12,50,10,1
7.783,2399.462421,-1.931,10,12,50,10,1
7.783,2399.462421,-0.934,10,12,50,10,1
7.783,2399.462421,-1.79,10,12,50,10,1
7.783,2399.462421,-2.04,10,12,45,10,1
7.783,2399.462421,-2.659,0,12,35,0,0
7.981,2924.854457,-2.12,0,12,35,0,1
7.003,1099.927998,1.502,8,12,55,8,2
8.366,4298.407998,-3.244,8,12,55,10,1
8.243,3800.925999,-4.605,8,12,40,10,0
8.243,3800.925999,-1.833,0,12,30,10,0
8.243,3800.925999,-3.507,0,12,30,10,1
8.243,3800.925999,-1.47,0,12,30,10,3
8.243,3800.925999,-1.478,0,12,40,10,1
8.189,3601.119326,-0.839,8,12,55,10,1
8.189,3601.119326,0.285,10,12,55,10,4
8.189,3601.119326,0.707,8,12,55,10,4
8.343,4200.672876,-0.983,0,12,40,0,0
8.343,4200.672876,-1.474,0,12,30,0,1
8.343,4200.672876,-3.507,0,12,30,0,1
8.343,4200.672876,-4.605,0,12,40,0,1
8.343,4200.672876,-2.659,0,12,40,10,1
8.343,4200.672876,-2.207,0,12,55,10,0
8.343,4200.672876,-2.659,0,12,55,10,1
8.343,4200.672876,-1.833,10,11,55,10,1
8.343,4200.672876,0.732,10,11,55,10,9
8.343,4200.672876,-0.151,10,11,55,10,1
8.343,4200.672876,-4.605,10,11,55,10,1
8.319,4101.0569,1.577,10,11,55,10,21
8.319,4101.0569,-2.813,10,11,55,10,0
9.68,15994.49693,-1.561,0,12,30,0,6
9.68,15994.49693,-1.609,0,12,30,0,0
9.68,15994.49693,-2.813,0,12,30,0,0
9.68,15994.49693,-2.996,0,12,40,0,1
9.68,15994.49693,-1.661,0,12,40,0,2
9.68,15994.49693,-1.514,0,12,40,0,2
9.68,15994.49693,-3.507,0,12,55,0,0
8.556,5197.848142,-2.813,0,12,55,0,1
8.556,5197.848142,-2.526,0,12,55,9,1
8.556,5197.848142,-0.509,9,12,55,9,10
8.556,5197.848142,-2.207,9,12,55,9,3
8.556,5197.848142,-2.207,9,12,55,9,1
8.556,5197.848142,-0.056,9,12,55,9,18
8.556,5197.848142,-0.409,9,12,55,9,1
8.556,5197.848142,-2.526,9,12,55,9,1
8.556,5197.848142,-2.207,9,12,55,9,1
8.556,5197.848142,-0.545,9,12,55,9,6
8.556,5197.848142,-1.715,9,12,55,9,2
8.556,5197.848142,-2.526,9,12,55,9,1
8.556,5197.848142,-1.715,9,12,55,9,3
8.556,5197.848142,0.095,9,12,55,9,13
8.556,5197.848142,-1.715,9,12,55,9,1
8.556,5197.848142,1.437,9,12,55,9,18
8.556,5197.848142,-1.427,9,12,55,9,3
8.556,5197.848142,0.747,9,12,55,9,3
8.556,5197.848142,-2.996,9,12,55,9,0
7.972,2898.648869,1.397,9,12,55,9,29
7.972,2898.648869,-2.198,9,12,55,0,1
8.517,4999.034136,-1.273,0,12,40,0,0
8.517,4999.034136,-1.609,0,12,30,0,2
8.517,4999.034136,-3.194,0,12,30,0,1
8.517,4999.034136,-4.605,0,12,30,0,0
7.824,2499.884976,0.432,8,12,55,8,14
7.824,2499.884976,-1.772,8,12,55,8,4
7.824,2499.884976,1.182,8,12,55,8,25
7.824,2499.884976,-2.04,8,12,55,8,1
7.824,2499.884976,-0.511,8,12,55,8,1
7.824,2499.884976,-3.219,8,12,55,8,1
8.319,4101.0569,-2.996,8,12,55,8,1
8.319,4101.0569,-1.609,8,12,55,8,3
8.319,4101.0569,0.094,8,12,55,8,7
8.319,4101.0569,-1.661,8,12,55,8,2
8.319,4101.0569,-1.897,8,12,55,8,3
8.319,4101.0569,-0.386,8,12,55,8,2
8.319,4101.0569,-1.561,8,12,55,8,2
8.319,4101.0569,-1.309,8,12,55,8,3
8.319,4101.0569,-2.12,8,12,55,8,1
8.319,4101.0569,-1.204,8,12,55,8,3
8.319,4101.0569,-0.755,8,12,50,8,7
8.319,4101.0569,-2.303,8,12,50,8,3
8.319,4101.0569,-1.897,8,12,50,8,1
8.319,4101.0569,-1.604,8,12,40,8,4
8.319,4101.0569,-4.711,8,12,40,0,2
8.319,4101.0569,-2.002,0,12,40,0,1
9.21,9996.596859,-1.124,0,12,40,0,2
9.21,9996.596859,-2.303,0,12,30,0,1
9.21,9996.596859,-3.244,0,12,30,0,1
9.852,18996.30945,-1.094,10,12,55,0,0
8.189,3601.119326,1.468,10,12,55,10,24
8.189,3601.119326,-1.966,10,12,45,10,1
8.189,3601.119326,-2.207,10,12,45,10,0
8.189,3601.119326,-0.713,10,12,45,10,6
8.189,3601.119326,0.683,10,12,55,10,5
8.216,3699.674049,-0.041,10,12,50,10,3
7.824,2499.884976,1.212,10,12,55,10,9
7.824,2499.884976,-1.347,10,12,55,10,1
7.824,2499.884976,-0.654,10,12,55,10,3
7.824,2499.884976,-1.661,10,12,55,10,1
7.824,2499.884976,-1.966,10,12,55,10,1
7.824,2499.884976,-1.109,10,12,55,10,3
7.824,2499.884976,-0.629,10,12,55,10,1
7.741,2300.772005,-2.489,0,12,45,0,1
7.65,2100.645589,0.399,8,12,55,8,13
7.65,2100.645589,-4.51,8,12,55,0,2
7.783,2399.462421,-1.551,0,12,35,0,0
7.783,2399.462421,-1.897,0,12,35,0,0
7.937,2798.951047,-1.904,10,11,55,10,2
7.937,2798.951047,1.711,10,11,55,10,43
6.908,1000.244751,-2.631,10,12,55,10,1
6.908,1000.244751,-0.337,10,12,55,10,5
6.908,1000.244751,-1.666,10,12,55,10,1
6.908,1000.244751,-1.661,10,12,55,10,1
6.908,1000.244751,-0.557,10,12,55,10,2
6.908,1000.244751,-1.091,10,12,55,10,2
6.908,1000.244751,-1.347,10,12,55,10,0
6.908,1000.244751,-0.618,10,12,55,10,1
6.908,1000.244751,-0.96,10,12,55,10,1
6.908,1000.244751,-0.566,10,12,55,10,3
6.908,1000.244751,-1.109,10,12,55,10,2
6.908,1000.244751,-0.955,10,12,55,10,1
6.908,1000.244751,-1.911,10,12,55,10,2
6.908,1000.244751,-3.058,10,12,55,10,1
7.901,2699.98096,-1.904,10,12,55,10,2
7.901,2699.98096,-1.661,10,12,55,10,2
7.901,2699.98096,-2.025,10,12,55,10,1
7.901,2699.98096,-0.858,10,12,55,10,2
7.901,2699.98096,-1.152,10,12,55,10,0
7.901,2699.98096,-1.709,10,12,55,10,0
7.901,2699.98096,-0.799,10,12,55,10,1
7.901,2699.98096,-1.514,10,12,55,10,2
7.901,2699.98096,-2.996,10,12,55,10,2
7.901,2699.98096,-3.507,10,12,55,0,2
8.476,4798.218586,-1.864,10,12,40,0,2
8.476,4798.218586,-3.65,0,12,30,0,0
8.476,4798.218586,-2.996,0,12,30,0,0
8.476,4798.218586,-2.408,0,12,30,0,0
7.601,2000.19509,-2.813,0,11,30,0,0
7.601,2000.19509,-2.207,0,11,30,0,0
7.601,2000.19509,-2.408,6,11,40,6,0
7.601,2000.19509,-3.863,6,11,55,6,2
7.601,2000.19509,-1.897,10,11,55,6,1
7.09,1199.907801,-2.703,10,11,55,6,0
7.09,1199.907801,0.001,8,11,55,8,1
7.09,1199.907801,-1.374,8,11,55,8,1
7.09,1199.907801,0.028,8,11,55,8,4
7.09,1199.907801,-0.501,8,11,55,8,2
7.09,1199.907801,-1.59,8,11,55,8,2
7.09,1199.907801,-1.073,8,11,55,8,2
7.09,1199.907801,-0.865,8,11,55,8,2
7.09,1199.907801,-0.202,8,11,55,8,2
7.09,1199.907801,-0.914,8,11,55,8,2
7.09,1199.907801,-1.036,8,11,55,8,2
7.244,1399.681514,-2.079,0,11,30,0,0
7.244,1399.681514,-3.27,0,11,30,0,0
7.244,1399.681514,-2.59,0,11,30,0,1
7.244,1399.681514,-1.1,8,11,55,8,2
7.244,1399.681514,-0.414,8,11,55,8,1
7.244,1399.681514,-0.129,8,11,55,8,3
7.244,1399.681514,-0.596,8,11,55,8,1
7.244,1399.681514,-0.779,8,11,55,8,3
7.244,1399.681514,-1.008,8,11,55,8,3
7.244,1399.681514,-0.779,8,11,55,8,1
7.244,1399.681514,-1.002,8,11,55,8,0
7.244,1399.681514,-1.737,8,11,55,8,2
7.244,1399.681514,-1.076,8,11,55,8,2
7.244,1399.681514,-1.444,8,11,55,8,2
7.244,1399.681514,0.066,8,11,55,8,3
7.003,1099.927998,-2.919,8,12,55,8,2
7.003,1099.927998,-0.849,8,12,55,8,6
7.003,1099.927998,-0.245,8,12,55,8,3
7.003,1099.927998,-1.366,8,12,55,8,2
7.003,1099.927998,-2.048,8,12,55,8,3
7.003,1099.927998,-0.583,8,12,55,8,2
7.003,1099.927998,-0.309,8,12,55,8,1
7.003,1099.927998,-0.118,8,12,55,8,1
7.003,1099.927998,-0.701,8,12,55,8,2
7.003,1099.927998,-0.79,8,12,55,8,1
7.003,1099.927998,-0.939,8,12,55,8,1
7.003,1099.927998,-1.501,0,12,45,0,1
9.903,19990.25133,-2.659,10,12,55,10,2
9.903,19990.25133,-2.04,10,12,55,10,2
9.903,19990.25133,-2.12,10,12,55,10,0
9.903,19990.25133,-2.813,10,12,55,10,0
9.903,19990.25133,-2.303,10,12,55,10,1
9.903,19990.25133,-1.966,10,12,55,10,2
9.903,19990.25133,-2.04,10,12,55,10,2
9.903,19990.25133,-0.711,10,12,55,10,4
9.903,19990.25133,-1.715,10,12,55,10,0
