,ID,Y,speed,lanes,shoulder
59,59,0,46.266516538163216,2,2.5747897614372484
60,60,0,49.4338644844741,3,7.7441949460630335
61,61,0,43.567451588694794,2,3.8555356440131385
62,62,4,71.43687545759647,3,5.066857908540028
63,63,0,47.83766633467947,3,8.560010748931528
64,64,0,44.046725484369034,3,7.499536818024079
65,65,0,57.13480415791243,2,8.051168513161777
66,66,0,37.04621124873813,3,1.3684516658635681
67,67,0,70.10984903770199,2,0.6971942583372948
68,68,0,33.727532183988544,2,8.934047290879871
69,69,35,79.34434683002587,3,3.8783426957109435
70,70,145,68.61223846483287,3,2.8787967806968084
71,71,0,39.93578407670862,2,7.246962542618245
72,72,0,30.27610585618012,2,8.364155965798567
73,73,0,70.77307142274171,4,8.62489621898301
74,74,3,65.34286719238085,2,3.1599714112522737
75,75,5,66.45035840204937,4,8.52212391201674
76,76,1,68.56351733429729,4,0.4093394437434539
77,77,6,33.70223258670452,4,0.49661491459718876
78,78,0,47.923286427213625,3,6.235191951741545
79,79,0,35.79345297625649,3,0.6310636911554623
80,80,1,73.15517129377967,2,3.2460916851016153
81,81,0,61.1649063413779,4,6.72755986246924
82,82,1,46.54490124263246,3,3.3726689605422635
83,83,0,33.177917514301186,3,1.7959978144009592
84,84,1,45.54911608578311,3,2.813506218538416
85,85,0,46.25916610133736,3,4.575753322504318
86,86,0,66.4803089169032,3,4.753858553554824
87,87,10,61.87787356776066,4,7.83000231347202
88,88,1,74.36063712881634,4,7.501532294315125
89,89,1,53.610746258097464,4,4.568178045561352
90,90,0,35.97971229691508,4,8.456673490987715
91,91,9,65.66223936114974,2,1.1423713859139584
92,92,6,68.03925243084487,4,2.5535335022890147
93,93,1,58.063859878474815,3,8.279764635022515
94,94,0,68.54835899772806,4,3.779940386261531
95,95,0,54.689779818219534,2,9.811815587938423
96,96,0,56.1366414690997,3,4.662532815278354
97,97,0,51.37705091792748,4,7.919356229637641
98,98,0,31.27095633720476,4,4.023070413823719
99,99,0,35.39457134966522,4,4.249535190624304
100,100,0,31.57145928433671,3,3.828831472841835
101,101,0,61.82052056318902,3,7.1907562051081175
102,102,0,45.717799053816336,2,5.475178840599945
103,103,0,55.42853455823514,3,9.437781113683691
104,104,2,75.37832369630465,3,2.5089031653410476
105,105,1,42.464611457443745,4,1.0056273208344435
106,106,3,50.519146151781484,3,3.9326148509921524
107,107,1,67.77755692715243,4,6.16712707646776
108,108,0,41.43990827458112,4,8.60798936915495
109,109,1,33.84899549143965,3,3.461968866803277
110,110,1,44.4875726456884,2,6.537867511244616
111,111,1,38.06106436270022,2,3.5019868102321903
112,112,15,76.48488261712865,3,6.172195829944581
113,113,1,70.40601897822086,2,8.848079470306509
114,114,2,61.67018782552117,4,2.3135764225940902
115,115,1,73.57302950938589,4,4.042416421070392
116,116,1,70.18360384495573,3,9.932651964297465
117,117,0,39.32850294430179,2,8.685570282494607
118,118,0,74.62794992449889,2,5.646398578962019
119,119,0,56.96711209578254,4,5.166275918542754
120,120,18,70.37200775820313,3,2.84600382304681
121,121,0,74.80456499617466,2,5.172094276935294
122,122,0,45.90017374859319,3,8.481814982799472
123,123,0,35.50259622638384,2,6.851745132777806
124,124,1,41.39675812709709,4,2.900440281779866
125,125,2,51.355389431312815,4,2.0146392105353295
126,126,5,70.90073829612466,3,2.652085369968291
127,127,0,73.03652916281717,4,1.6975920139282652
128,128,1,30.347606526559535,2,0.9564069602371594
129,129,0,55.537365128878285,4,4.19136174442055
130,130,3,50.87055015743895,3,1.132996043982677
131,131,1,41.105390523536514,3,1.7191255772710434
132,132,0,35.99326836668414,3,5.473246843394861
133,133,1,46.8807585701814,2,1.6459927369957472
134,134,0,77.14548519562595,2,0.6387976743090285
135,135,0,46.160146601037766,2,3.173888500278852
136,136,3,55.939531087168305,2,2.203190986219675
137,137,0,65.15094794475888,2,5.153051879943767
138,138,1,48.1814801189647,4,1.0236708458320931
139,139,3,78.58910413604804,2,7.517707876829781
140,140,0,78.12236474710556,2,9.062335194351386
141,141,1,42.58911479126821,4,7.434351739561944
142,142,1,54.86242529461927,2,5.328270374013942
143,143,0,45.04391549083849,3,8.60667821788885
144,144,0,44.24202471887338,2,6.949183797815075
145,145,10,31.84434736772664,2,0.10551122450189854
146,146,0,60.47821669899484,3,3.940901527745031
147,147,0,55.13395116144308,3,8.509518994068001
148,148,1,32.57393756249947,3,3.4585885797526927
149,149,0,43.93232321183057,3,0.352151735255235
150,150,0,75.41329429833269,2,7.461796385522723
151,151,0,41.978094533348624,3,8.020382702828686
152,152,0,37.24474360456115,3,1.6059369504330856
153,153,8,54.472638013878154,4,5.373404968431812
154,154,1,79.28252270553003,3,1.9195543899572576
155,155,0,42.10276357557502,3,7.192344190441467
156,156,43,63.606777370293926,4,2.7155045517748566
157,157,1,68.08098076643589,4,3.1621512256333006
158,158,0,41.881877199619986,2,8.449708536401014
159,159,2,66.41081743059297,4,4.763223522069043
160,160,0,48.389156635962664,2,6.697544512182478
161,161,1,61.61529152967897,4,4.023730507224677
162,162,6,61.67648553804473,4,2.9800685719375544
163,163,1,56.788734203737924,2,6.254780604246614
164,164,4,34.51448850272041,4,1.5485757407882128
165,165,0,71.7651247794619,2,3.72999835566863
166,166,3,46.039003248586795,4,2.0903703738592228
167,167,2,39.32592551999271,3,6.957949669407455
168,168,0,32.0387570777382,4,9.442088383461076
169,169,0,59.544647159412094,2,9.955109680158664
170,170,1,63.87821809211412,4,4.502768104415908
171,171,1,30.82939144639281,2,2.525303896364445
172,172,13,55.60465291496405,2,4.4282937038432415
173,173,1,41.3247887598969,3,8.472694099627239
174,174,0,62.25863952047249,3,2.060056785520399
175,175,0,38.718321450249576,2,9.520956516529237
176,176,4,64.5468869051233,4,3.41865768798151
177,177,0,49.33676731502687,2,9.85803659450305
178,178,0,76.83649943683673,2,8.386088875339622
179,179,1,36.87604720729966,4,8.085705341473904
180,180,0,47.05331755251292,4,3.1790467377328357
181,181,5,35.67367606202946,4,0.08777211947929464
182,182,0,76.23468091392814,4,3.821329088259878
183,183,4,73.86696766904905,2,3.018093696626937
184,184,0,42.89708138575778,2,0.3739699040879729
185,185,0,62.999202301708955,3,5.053652565059297
186,186,11,70.8611100100608,2,4.030313112827367
187,187,1,57.760040579973115,4,6.345564677415247
188,188,1,56.48252891780032,3,6.211863221940832
189,189,0,42.092614545022585,4,1.207466358966801
190,190,0,34.65513839029496,2,9.769655461266225
191,191,1,74.86078789766634,3,1.8693142944144692
192,192,29,75.02090285816652,4,4.4527402476470455
193,193,1,61.65507286366339,3,4.881175434337349
194,194,1,46.951489552435035,3,8.130627972141202
195,195,1,47.46047873063304,2,0.9922959609464677
196,196,0,66.29778394351197,4,4.286442792085317
197,197,17,74.85551299762886,3,6.285021702362039
198,198,14,74.35432121325587,3,2.1515562162405555
199,199,1,68.99377729288119,4,6.274678987660728
200,200,0,62.10158230771439,3,9.236648375496527
201,201,0,34.206998249752445,3,9.97518131172675
202,202,3,38.08143570473069,3,0.32451076790675715
203,203,13,74.92770942635397,4,2.355882282446775
204,204,0,60.321452982979494,4,3.1030711579169745
205,205,0,30.459852580831484,4,3.991261004449661
206,206,1,35.073577143301605,4,2.422571575847674
207,207,2,63.17508845540279,2,2.0348799455531252
208,208,0,30.253079192310935,3,9.545538424175
209,209,4,38.04040257087493,4,9.185216027705179
210,210,0,57.436689468329305,3,0.4699250100311747
211,211,5,64.59475988463467,3,3.3881302160484816
212,212,0,62.59806297513003,2,4.0514855367840665
213,213,1,41.21346547302799,4,2.3901453466594336
214,214,0,65.6089610673768,4,6.288728969881755
215,215,0,41.862454374840006,3,6.4038074664424105
216,216,0,46.26998490796339,4,8.50504228328597
217,217,4,67.32457025590121,3,7.408692683852179
218,218,1,62.48164495236073,3,5.425733269659556
219,219,7,72.4611705247089,2,6.535867700444199
220,220,8,62.88064461501717,2,2.7398878154301807
221,221,0,58.41543016677358,2,5.9305618996735765
222,222,0,34.683738391404624,3,4.892272547499193
223,223,0,48.38579015297168,4,1.333444673163704
224,224,0,43.26011838408627,2,2.4254427658297075
225,225,0,42.19948216895418,4,2.9169345072158603
226,226,0,78.65052773762227,2,9.24309567052558
227,227,11,49.65488623333802,2,2.303866393858894
228,228,1,74.60232775885567,3,2.892439028196682
229,229,1,61.556931299863145,2,3.693541300894323
230,230,1,69.74056517708243,2,6.63742738625387
231,231,7,55.1318546552596,3,1.1823839247214052
232,232,0,58.845194231317954,4,9.53945212493776
233,233,0,54.625884690943195,2,8.655712200947645
234,234,0,39.76214938990223,3,5.772160730089501
235,235,0,66.12260576307526,2,6.740378674249568
236,236,1,44.03861812204279,3,0.1666047124421599
237,237,0,31.21579832157269,4,3.389447753484487
238,238,0,62.27361479535839,4,7.956602306614419
239,239,11,38.85553397035245,3,0.7748297379238589
240,240,19,77.02292921764572,3,2.8231383421072023
241,241,37,77.69642885012937,3,5.852968283343113
242,242,4,75.74321951102243,4,2.564130276989418
243,243,1,48.50793501277222,2,9.339779741445192
244,244,1,30.77283082644337,4,1.3105863080429037
245,245,0,76.41592812938626,3,7.973943579077786
246,246,1,51.409207415865716,3,5.079486919064083
247,247,8,78.33274095218349,4,7.5033077581995595
248,248,0,78.18099885446264,3,3.1071532831144744
249,249,5,72.650472773368,4,5.1448960231203875
250,250,0,44.72244460347928,3,8.568353497231763
251,251,2,49.25488643009626,2,4.668780991231044
252,252,37,72.55683357584284,2,3.597198619102696
253,253,0,45.84610025781389,3,5.36155386252736
254,254,0,38.474637334304624,4,7.173627530363669
255,255,2,57.840063122917506,2,4.435633454985028
256,256,0,76.80773870803904,4,9.38876975142273
257,257,0,64.80148983374865,3,2.9494582404234206
258,258,2,58.50305850446825,4,4.754636061691205
259,259,0,34.85882468853843,2,7.569276593414415
260,260,1,60.750361334958484,4,6.891210904957582
261,261,0,79.50269250521316,4,8.636410524171561
262,262,0,37.0042007618262,3,9.968091806811088
263,263,3,55.91648261818683,3,4.268583287950896
264,264,1,73.86865359639776,3,1.1115087978331184
265,265,60,67.03843088771022,2,0.30415880807967977
266,266,4,64.8507870497634,2,7.268769061397716
267,267,6,65.12420419935546,3,8.740136713087157
268,268,13,47.97455756098776,3,2.2071258594441865
269,269,0,44.679592213224666,2,1.5844803718990597
270,270,0,70.46805777392568,2,0.6220509152569098
271,271,6,70.50566973395904,2,8.227029217172063
272,272,1,73.35361592900519,2,3.1138193989258434
273,273,1,75.66202762782356,3,4.016968927597765
274,274,0,55.56711994304689,2,5.027501916096123
275,275,0,55.07581473435998,3,8.394532342095507
276,276,5,69.91475894833876,4,6.50833221561485
277,277,0,62.49819653888826,4,6.150646298578113
278,278,3,65.09834386288517,2,1.756720999559107
279,279,2,69.78963347180505,4,5.131898917098297
280,280,11,74.50026709087831,4,7.153810171786552
281,281,1,46.89975784257679,4,9.732608830304917
282,282,0,48.779147631997205,2,2.0140630921335223
283,283,0,34.69909699204345,2,0.09543353067226645
284,284,0,58.9140070498087,4,0.7530143359846975
285,285,1,31.797113689837104,3,3.7585246518197923
286,286,0,53.27990090662301,4,8.205446477459871
287,287,2,57.13223173537883,2,0.07142081768245045
288,288,0,44.327062606414216,2,4.567305928858403
289,289,0,59.541663028450536,2,3.2923061534139455
290,290,6,31.52501249695247,4,0.5248171009972757
291,291,0,31.867409437460722,3,4.502362866726173
292,292,2,71.13002803298292,2,2.547487073367188
293,293,1,48.00953207056314,2,3.5188483434700646
294,294,1,36.35302563259424,4,7.05615304784293
295,295,0,56.11216300274022,3,5.2155098391096715
296,296,0,68.49967765493054,4,1.2464742899281334
297,297,0,40.791051374842155,2,9.61414540423639
298,298,0,61.14452379095002,3,6.3591076570973835
299,299,0,34.2673732496884,3,7.658684256625316
300,300,1,32.58408605843039,2,0.7921315000837081
301,301,18,56.567731578407404,3,0.47058379460018895
302,302,1,57.031756080505325,3,0.1944805036808117
303,303,16,61.87149507491033,4,1.8879402777344445
304,304,0,66.30456668613309,2,4.144083977184952
305,305,0,78.79260397312673,2,9.358261334028228
306,306,3,55.81501741505977,2,4.570596592657763
307,307,2,46.147823647062296,2,2.9025510537252943
308,308,3,69.75930973843518,2,5.619352535196633
309,309,5,43.54161256310371,3,1.1193457813478924
310,310,1,51.9485710352818,4,6.095058910049832
311,311,0,33.922819067113295,2,5.684319543305033
312,312,0,31.267537170772876,4,7.9199303340570975
313,313,3,78.13242073389625,4,9.866876116170241
314,314,0,71.79900602561028,3,2.508734717161105
315,315,0,64.7987103046849,2,5.0965645080376065
316,316,0,50.44764722071349,3,9.088654063190036
317,317,0,38.66471600354229,2,7.851898844228414
318,318,0,37.8218521335543,3,4.874063031008076
319,319,0,42.512144908229764,4,9.453716496147779
320,320,0,57.46133323530603,2,0.5723669351680938
321,321,2,65.72979613500311,4,9.30998619712584
322,322,0,63.009868835886564,4,0.5050739238280655
323,323,1,43.99669484729714,3,5.473047441146843
324,324,2,77.7432640331597,2,8.904409480010857
325,325,14,66.89484583478843,4,2.627209435613028
326,326,0,57.717702625570034,3,4.722484989451585
327,327,0,60.58603731171761,2,3.2432887913696664
328,328,3,50.980003121389494,2,9.521439170763514
329,329,0,42.386549475057876,4,8.236455947530908
330,330,4,47.79863393256308,2,7.090015113263796
331,331,0,67.89230552321845,4,5.8762698661510875
332,332,0,30.719674431487793,2,8.20591789324148
333,333,0,35.80363202534581,3,3.922670415235471
334,334,1,32.30013210108764,4,4.475518551060619
335,335,0,32.03644011594851,4,7.3000172108086145
336,336,1,72.77302920055035,2,3.5775476329371427
337,337,1580,65.18289296900119,2,0.6390094204837382
338,338,1,53.70869145436626,4,0.7433460888607146
339,339,0,34.89170803255007,2,1.1536280130570387
340,340,0,54.58079375584162,3,8.696813233436627
341,341,1,53.67358853902829,2,4.722264257562044
342,342,0,38.66009349550076,3,7.128823693447365
343,343,0,51.69258246189865,3,3.9290933560489325
344,344,0,49.92523671986867,3,2.587109474156345
345,345,17,60.79250490261082,3,3.471921675622119
346,346,7,61.75468254338219,3,7.9418234531718355
347,347,1,32.265200488602225,2,6.252161250314382
348,348,0,48.73063073132356,3,9.37639779957902
349,349,1,61.292995785711824,2,6.79704778576834
350,350,0,55.15681292900439,3,5.701816317546939
351,351,0,72.82449205941612,4,6.101960089858345
352,352,2,62.93468158094725,3,9.423714394684147
353,353,0,38.14672135407149,4,7.882009298667061
354,354,17,33.52843737002149,3,0.24041237366437818
355,355,12,62.12096391031578,3,5.341396961356972
356,356,0,31.32556552708109,3,6.883384115465648
357,357,1,59.28877906367316,4,7.4869847843915505
358,358,2,77.01151207124788,4,2.1314211931393667
359,359,0,58.77370889379395,3,8.671773544513522
360,360,0,49.4084963103261,2,9.558431471751637
361,361,10,62.16441092211766,3,2.3671530584486975
362,362,0,52.91264452457583,4,8.826154575172458
363,363,13,57.280839465796745,3,0.9697876251609538
364,364,36,77.07324043882626,4,0.5570683611524518
365,365,22,49.30513189003871,4,1.2922380010274936
366,366,4,78.05952819119571,4,0.5774107946703599
367,367,1,75.26753209780318,3,8.45012237155776
368,368,0,39.78955673946482,4,0.5905014445827195
369,369,1,33.46806504375827,4,2.716641913636555
370,370,0,35.038900068871335,3,1.0375634353585639
371,371,0,30.911091282577488,4,2.9542203631376496
372,372,0,34.72214803779642,3,0.9055946760092048
373,373,0,64.15033867081785,4,6.68003250743014
374,374,0,33.55943242301145,2,1.3332681634257515
375,375,1,45.948781514688065,2,8.518459258388878
376,376,3,72.24376554847274,4,8.17191050726641
377,377,1,31.16359678679129,2,0.1366168547060942
378,378,1,70.72342412944678,3,8.957263555151146
379,379,0,44.09273873866999,2,0.2894431674336706
380,380,0,35.90824138108281,4,2.396457849575566
381,381,6,64.83685826820754,4,0.3238913777599506
382,382,1,61.4471423389942,3,3.35843487039316
383,383,25,73.87360067635265,4,5.1386652571327165
384,384,0,66.75355219019428,3,7.966448690151381
385,385,8,70.17404651924244,2,3.379815504698361
386,386,0,44.101728628565326,2,7.054900246731167
387,387,0,38.87197718898614,3,1.8750445711898034
388,388,1,67.53073758204292,3,7.5059845674412635
389,389,0,70.3417369633632,4,2.3599660590923754
390,390,11,79.52525710003366,2,1.4354475594376792
391,391,0,50.630883845571326,3,1.854088503740543
392,392,0,48.60090428963916,2,1.8206312888185539
393,393,3,68.82064803709984,3,5.128628793769911
394,394,4,47.040177012650894,2,8.447975811881461
395,395,39,76.53786628017824,4,0.7960507699250563
396,396,1,72.9206375921506,2,7.069563184934227
397,397,1,51.44970136875092,2,6.543464596528576
398,398,1,67.54355338957487,2,8.725199518293623
399,399,4,67.72714370423412,2,2.4414756050690722
400,400,6,35.15619344179663,2,4.501098586850296
401,401,1,75.12764533397834,4,9.258273744435174
402,402,0,55.26261862239286,3,6.599934501353172
403,403,6,71.32287330538708,2,3.887684128615969
404,404,0,46.00248005153058,4,1.3141238285526846
405,405,1,74.77616142481003,2,2.6248500790059106
406,406,2,49.46008393670816,2,5.812154774893833
407,407,0,30.541882574014917,3,7.181679475605137
408,408,33,75.26909882096318,2,1.2442188685189348
409,409,0,34.56433383930668,4,5.99597260044054
410,410,6,45.965681879520744,4,5.503512788387511
411,411,41,77.50309835254025,3,5.1395544669070805
412,412,1,77.5303573468778,2,6.90123117682008
413,413,0,58.671894406164306,4,8.374495950834618
414,414,7,61.59186060848997,2,3.229896831768684
415,415,0,52.42227609891599,2,8.890121901109595
416,416,0,44.66053858490323,2,1.606336126185507
417,417,0,46.4332272684958,3,1.7302386975116435
418,418,97,63.62592280385192,2,2.667720636239239
419,419,233,67.618726471884,4,1.1953086954707781
420,420,7,69.57895218629243,2,2.3031922468287758
421,421,1,69.48090713972769,4,1.064117629028446
422,422,0,34.560305152434516,2,8.217524169853904
423,423,0,54.72101523512907,4,1.389689918866246
424,424,1,32.877938000832216,4,7.472975575598568
425,425,6,57.47644411618678,2,0.4791386791333374
426,426,1,52.07652506866885,2,9.48520327513915
427,427,0,74.38520913791498,4,7.111600875277661
428,428,0,47.54575062760394,3,0.06796548586111784
429,429,0,35.853350821380296,2,7.6385650020021405
430,430,1,37.149584102641796,3,5.140819207661853
431,431,0,68.07553158587362,2,7.793651703351197
432,432,1,60.91090316581305,2,5.224968088905885
433,433,0,35.05613380613951,2,6.410248576353546
434,434,0,34.20534030574987,2,7.863316553950405
435,435,1,65.048456572956,3,4.051080545878567
436,436,0,33.638150318209675,2,0.027081498204520882
437,437,0,71.09300296451781,4,8.499464959451885
438,438,1,65.31211135782482,4,3.808903626246626
439,439,0,34.06743903209499,3,4.96042726016583
440,440,1,34.241885704259595,2,0.07766642153968717
441,441,2,79.33197892505876,4,4.92092010350098
442,442,0,48.71353978780601,3,9.864874015717294
443,443,0,48.53210735334454,2,2.782676608187696
444,444,82,70.63997836287513,4,3.954182702423781
445,445,3,77.36242886919294,4,6.871899964686766
446,446,0,79.30005319114355,3,8.147936675236586
447,447,21,67.66890926294708,2,4.173916240061003
448,448,0,48.81297927654579,2,3.0966887040129256
449,449,0,34.17503583493344,4,9.378257999850671
450,450,0,68.85734579637185,4,6.771449666716692
451,451,9,57.92021248679025,4,1.1902130449314108
452,452,4,51.21110046234881,2,0.6892787813464862
453,453,1,75.3177192547368,3,4.83549850790369
454,454,0,35.559874115307565,3,2.2009006604727244
455,455,2,54.63125521454296,2,2.5398475337625346
456,456,0,30.567682238370953,3,8.776921788278482
457,457,1,53.43303209970631,4,0.8956602431631067
458,458,0,32.815163784091865,3,7.1536411522888965
459,459,1,35.9408958134036,3,2.7114225338058806
460,460,0,35.87631233885524,3,7.603282214041377
461,461,1,62.460515105803175,4,7.224113844635446
462,462,1,67.30224396327117,2,0.07391901444293025
463,463,0,59.16843825485798,4,5.091354129215992
464,464,0,78.10862742372709,2,1.3931948237804637
465,465,0,48.7435289761852,2,8.662270305786768
466,466,0,44.285604314093035,2,8.715858828624066
467,467,0,73.42995640947302,3,4.1834580749375805
468,468,0,41.17979192597263,3,4.443956184510806
469,469,7,78.16112697203056,2,3.032829394045271
470,470,0,30.60772373449082,2,7.16606298960031
471,471,4,78.49394133538195,3,3.5866136302645915
472,472,2,32.1579955975288,4,2.6779247452263375
473,473,20,74.55715568490356,2,4.322310595045082
474,474,3,56.385055454314994,4,0.9148751838745872
475,475,0,79.64823980596502,3,7.466032046442038
476,476,0,33.68982823676994,2,0.1259640127178696
477,477,0,57.69271422006604,4,6.444850615205939
478,478,0,78.46512678095495,4,1.8286452675487241
479,479,0,56.15489220850744,4,2.324040462144131
480,480,0,61.46993190676312,3,6.3563199864004
481,481,0,64.78743444923086,3,9.929434657829072
482,482,0,52.72705323838866,4,7.777174890725506
483,483,1,61.377904004203174,4,2.25839632223392
484,484,1,59.21571559615501,3,1.760247550411338
485,485,8,75.05790052454944,4,8.662328702676703
486,486,0,32.272319017072896,4,4.441839479215043
487,487,2,44.04815947961151,3,1.3705280282815546
488,488,0,77.52057420382793,4,8.622114233219381
489,489,41,74.51318919454582,4,8.160923529142615
490,490,0,52.782837639285646,4,9.839063638971636
491,491,0,61.00662989007684,3,9.09743686712684
492,492,0,43.86905914905663,4,8.517903386605417
493,493,2,39.40605798618807,3,0.5257439781100315
494,494,0,53.18492024699911,3,1.0441536949811803
495,495,0,47.667611401302636,2,5.689831943041228
496,496,0,59.1828055925436,2,5.314792462818208
497,497,0,33.88673184824924,4,4.5796321448953545
498,498,2,78.71974038330833,3,3.9678932541458423
499,499,30,79.31053722398013,2,4.312104848643289
500,500,0,64.90808570098726,4,5.692979341347952
501,501,8,56.80481831720602,2,0.02076517600081207
502,502,0,45.476380814316386,2,2.607087741328522
503,503,0,70.68975098534743,3,5.182797206887111
504,504,0,64.23655862769397,3,7.222160986736462
505,505,0,38.130846967244565,2,1.7415669239539633
506,506,1,75.54635922469213,2,5.468811737874329
507,507,0,71.12686214615846,3,7.144596838857817
508,508,0,77.4899956645962,4,4.446276579139047
509,509,47,66.28597541941801,3,0.2708113367005105
510,510,2,60.6707597967895,2,4.492681584656367
511,511,5,50.912151814530944,4,2.964448877441531
512,512,0,76.63642416770065,2,9.296496077013284
513,513,0,73.30319447502042,4,1.2461338567832736
514,514,0,32.26093350530947,2,6.524759555072322
515,515,0,31.3183487248626,4,0.5271976633450115
516,516,0,48.82316834390248,4,4.461704378126965
517,517,1,70.52766653909165,2,5.539794872200806
518,518,2428,79.36380646574722,4,2.9795493131686546
519,519,0,37.52084455517641,3,4.550756355203845
520,520,6,59.70653576760675,2,1.6355379453018737
521,521,5,49.04454283155108,3,3.0412384946803614
522,522,2,78.49571989073016,2,6.21106324910203
523,523,3,72.10594615678544,4,3.018000558611551
524,524,0,71.91643523555689,4,8.997430784088717
525,525,1,53.434657989748516,4,6.284069576409897
526,526,0,50.74097511688326,2,4.386490184359845
527,527,0,43.670353596535314,3,0.3875693555418247
528,528,0,32.81877483254635,3,4.995483352046712
529,529,0,73.23611881275266,2,7.647762421250892
530,530,1,70.64505045650388,2,2.6555759801241363
531,531,102,79.98588366430653,3,8.067735696487674
532,532,2,79.83184185369527,3,2.518067660508815
533,533,4,57.771585280131376,3,8.237463879508004
534,534,3,68.44937075902553,3,0.852683416116774
535,535,2,77.23828649412141,2,8.661837088690294
536,536,1,72.48236953387058,2,4.991864509333305
537,537,0,42.36740508715988,4,2.96537589620262
538,538,0,52.52720676550467,3,2.6511325041514877
539,539,0,36.45797075757475,4,4.320105589303626
540,540,0,77.70255136293612,2,9.99049498103645
541,541,47,60.308731722544,2,2.203273934375826
542,542,0,41.43214027517314,4,1.0321664887899962
543,543,1,63.58503422029283,3,5.850351687186619
544,544,1,60.90641202289479,3,4.885424664402571
545,545,1,47.90813590164203,3,5.241962710633073
546,546,0,35.67787960998145,3,6.66935417557217
547,547,12,63.57865977963998,4,2.671440698706493
548,548,0,56.01538504518966,4,9.106649953838884
549,549,63,68.61591958678196,2,4.356720661222903
550,550,4,56.008175055599665,3,1.2908619514246178
551,551,1,72.609075015927,3,7.422987567339443
552,552,0,57.595341938724275,3,6.431043526178502
553,553,5,58.04689857676931,4,3.157434024840371
554,554,7,73.83268013291726,3,6.2151872403404855
555,555,102,50.174143310619854,4,2.1986195636897685
556,556,0,36.70076142253204,3,4.448393593405296
557,557,0,31.43913381566695,3,8.994125221673253
558,558,0,67.75686278368096,2,1.3353423316074942
559,559,0,61.01547756767323,3,3.86696449987462
560,560,0,65.20398840496118,3,8.211424247203473
561,561,0,40.64820807544554,2,9.694908994061782
562,562,1,36.818573779338486,4,4.539261364217959
563,563,0,30.727233283394096,4,5.069996201433474
564,564,0,47.52937794032985,3,5.721719617837698
565,565,0,59.49588434273166,4,9.323481416337108
566,566,0,49.61220225498661,3,8.582067909770299
567,567,0,51.873746101186455,2,1.7060112462164434
568,568,1,75.20793472468742,2,4.36757817847075
569,569,1,47.412773351165015,3,4.640004281964263
570,570,0,55.69947445799054,2,7.890961116487567
571,571,0,69.18265063705715,2,6.0289288260543525
572,572,0,49.827139116063506,3,6.542204620290129
